ID_ENI;Codeconcat;Phi;ID_baseflor;weeds_annual_crops;weeds_market_crops;weeds_vineyards;other_status;biol_type_simpl;biol_type_baseflor;SLA_NA;Height_min;Height_max;Height_horiz;Height_mean;Seed_mass_NA;Flow_on;Flow_end;Flow_dur;pollination_mode;dispersal_mode;EIV_L;EIV_T;EIV_K;EIV_F;EIV_R;EIV_N;taxref.name;rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE2;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;ROYAUME_[ou_subroyaume_?];EMBRANCHEMENT_[= division._phylum]_(-ophyta);SUBEMBRANCHEMENT_(-ophytina);CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;ORDRE_(-ales);SUBORDRE_(ineae);FAMILLE;SUBFAMILLE_(-oideae);TRIBU_(-eae);SUBTRIBU_(-inae);SECTION;SUBSECTION;SERIE;PhytobaseID;Nom Phytobase;Genre;CHOROLOGIE;TYPE_BIOLOGIQUE;flowering_onset;flowering_onset_season;flowering_duration;pollination_syndrom;dispersal_syndrom;Ell_N;Ell_L;Ell_F
HUMULUS LUPULUS;HUMLUPU;0.011500931;Humulus lupulus L.;no;no;no;;hemicryptophyte;Heri-lia;23.96666667;1;3;NA;NA;2.6187;6;9;4;anemogame;anémochore;5;5;5;7;7;7;verif;esp;1947;34958;05/2.0.2.0.1;Humulus lupulus L.;eurasiatique méridional;cône;dioïque;0;anemogame;akène;anémochore;vert;0;06-sept;0;0;Heri-lia;hémicryptophytaie;mégaphorbiaies eutrophisées. planitiaires. médio-européennes plutôt occidentales;Convolvulion sepium;0;0;0;0;5;5;5;8;7;7;7;0;1;8;7;6;3;8=;6;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Rosanae;Fabids;Rosales;0;Cannabaceae;0;0;0;0;0;0;849;Humulus lupulus H;Humulus;eurasiatique;Heri-lia;verif;verif;verif;verif;verif;verif;verif;verif
Hylotelephium telephium;Hyltele;0.032508503;Hylotelephium telephium (L.) H.Ohba;no;no;no;;hemicryptophyte;heri-suc;21.1525;0.15;0.8;NA;0.488947368;0.049285714;7;9;3;entomogame. autogame;anémochore;8;5;5;2;6;4;hylotelephium telephium;esp;14428;35118;08/1.;Hylotelephium telephium (L.) H.Ohba;eurasiatique tempéré;cyme multipare;hermaphrodite;protandre;entomogame. autogame;follicule;anémochore;rose;0;07-sept;0;0;heri-suc;hémicryptophytaie;pelouses pionnières des dalles médio-européennes à méditerranéennes. planitiaires à montagnardes;Sedo albi subsp. albi - Scleranthetea perennis subsp. perennis;0;(Melampyro pratensis-Holcetea mollis);0;0;8;5;5;3;2;6;4;0;9;1;7;6;x;4;7;x;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;0;0;Saxifragales;0;Crassulaceae;0;0;0;0;0;0;1460;Sedum tel. telephium;Hylotelephium;eurasiatique;heri-suc;7;summer;9;mixed;anémochore;4;8;2
Hyoseris radiata;Hyoradi;0.026542458;Hyoseris radiata L. ;no;no;no;;hemicryptophyte;hros;NA;0.05;0.4;NA;NA;1.307;5;6;2;entomogame;épizoochore;8;7;4;4;8;5;hyoseris radiata;esp;30171;75179;09/4.0.1;Hyoseris radiata L. ;méditerranéen(eury);capitule simple;hermaphrodite;0;entomogame;akène;épizoochore;jaune;0;05-juin;0;0;hros;hémicryptophytaie;pelouses basophiles méditerranéennes. mésoxérophiles à mésohydriques;Brachypodietalia retusi;0;0;0;0;8;7;4;3;4;8;5;0;4;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;11455;Hyoseris rad. radiata;Hyoseris;méditerranéen;hros;5;spring;6;entomogame;zoochore;5;8;4
Hypericum australe;Hypaust;0.026542458;Hypericum australe Ten.;no;no;no;;hemicryptophyte;heri;NA;0.1;0.4;NA;NA;NA;5;6;2;entomogame;épizoochore;8;8;4;4;7;7;hypericum australe;esp;3471;35244;13/1.0.1.0.1;Hypericum australe Ten.;méditerranéen occidental;cyme bipare;hermaphrodite;0;entomogame;capsule;épizoochore;jaune;0;05-juin;0;0;heri;hémicryptophytaie;friches vivaces xérophiles. mésoméditerranéennes occidentales;Echio plantaginei - Galactition elegantis;0;0;0;0;8;8;4;4;4;7;7;0;3;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Hypericaceae;0;0;0;0;0;0;12081;Hypericum australe;Hypericum;méditerranéen;heri;5;spring;6;entomogame;zoochore;7;8;4
Hypericum hirsutum;Hyphirs;0.018767911;Hypericum hirsutum L.;no;no;no;;hemicryptophyte;heri;30.67857143;0.4;1;NA;0.713333333;0.082777778;6;9;4;entomogame. autogame;anémochore;5;6;5;5;8;6;hypericum hirsutum;esp;3481;35294;10/2.;Hypericum hirsutum L.;européen;cyme bipare;hermaphrodite;homogame;entomogame. autogame;capsule;anémochore;jaune;0;06-sept;0;0;heri;hémicryptophytaie;ourlets basophiles médio-européens;Trifolio medii - Geranietea sanguinei;0;0;0;0;5;6;5;4;5;8;6;0;3;2;7;6;4;5;8;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Hypericaceae;0;0;0;0;0;0;2021;Hypericum hirsutum;Hypericum;européen;heri;6;spring;9;mixed;anémochore;6;5;5
Hypericum humifusum;Hyphumi;0.01259172;Hypericum humifusum L.;no;no;no;;therophyte;test(hsto);22.755;0.05;0.2;NA;0.105;0.041666667;6;9;4;entomogame. autogame;barochore;5;6;3;7;4;3;hypericum humifusum;esp;3482;35296;04/5.0.2;Hypericum humifusum L.;cosmopolite;cyme bipare;hermaphrodite;homogame;entomogame. autogame;capsule;barochore;jaune;0;06-sept;0;0;test(hsto);thérophytaie;annuelles des tonsures hygrophiles à mésohygrophiles;Isolepidetalia setacei;0;0;0;0;5;6;3;7;7;4;3;0;4;4;7;x;2;7;4;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Hypericaceae;0;0;0;0;0;0;2022;Hypericum humifusum;Hypericum;cosmopolite;test(hsto);6;spring;9;mixed;barochore;3;5;7
Hypericum perforatum;Hypperf;0.231897962;Hypericum perforatum L.;no;no;no;;hemicryptophyte;heri;22.88236842;0.2;1.2;NA;0.646666667;0.118333333;6;9;4;entomogame. autogame;anémochore;7;5;5;5;6;5;hypericum perforatum;esp;3494;35348;13/1.0.2;Hypericum perforatum L.;cosmopolite;cyme bipare;hermaphrodite;homogame;entomogame. autogame;capsule;anémochore;jaune;0;06-sept;0;0;heri;hémicryptophytaie;friches vivaces mésoxérophiles. médio-européennes;Onopordetalia acanthii subsp. acanthii;0;0;0;0;7;5;5;5;5;6;5;0;4;3;7;6;5;4;6;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Hypericaceae;0;0;0;0;0;0;7727;Hypericum perforatum (doublon);Hypericum;cosmopolite;heri;6;spring;9;mixed;anémochore;5;7;5
Hypericum tetrapterum;Hyptetr;0.018767911;Hypericum tetrapterum Fr.;no;no;no;;hemicryptophyte;hsto;36.1;0.2;0.8;NA;NA;0.1;6;9;4;entomogame;anémochore;7;4;4;7;7;6;verif;esp;3499;35387;05/2.0.1;Hypericum tetrapterum Fr.;eurasiatique septentrional;cyme bipare;hermaphrodite;homogame;entomogame;capsule;anémochore;jaune;0;06-sept;0;0;hsto;hémicryptophytaie;mégaphorbiaies planitiaires-collinéennes. mésoeutrophiles;Lythro salicariae - Filipenduletalia ulmariae;0;0;0;0;7;4;4;8;7;7;6;0;1;8;7;5;2;8=;7;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Hypericaceae;0;0;0;0;0;0;2028;Hypericum tetrapterum;Hypericum;eurasiatique;hsto;verif;verif;verif;verif;verif;verif;verif;verif
Hypochaeris glabra;Hypglab;0.024484314;Hypochaeris glabra L.;no;no;no;;therophyte;test;26.97714286;0.1;0.6;NA;0.284285714;0.6975;5;8;4;entomogame. autogame;anémochore;9;7;2;3;3;1;hypochaeris glabra;esp;965;35421;08/3.;Hypochaeris glabra L.;européen méridional;racème de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;jaune;0;05-ao˚t;0;0;test;thérophytaie;annuelles des tonsures acidophiles. européennes;Tuberarietea guttatae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;3;3;1;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3257;Hypochoeris glabra;Hypochaeris;européen;test;5;spring;8;mixed;anémochore;NA;NA;NA
Hypochaeris radicata;Hypradi;0.206453047;Hypochaeris radicata L.;no;no;no;;hemicryptophyte;hros;28.41866667;0.1;1;NA;0.482941176;0.799333333;5;9;5;entomogame;anémochore;8;5;4;4;4;3;hypochaeris radicata;esp;967;35439;08/8.1;Hypochaeris radicata L.;européen méridional;racème de capitules;hermaphrodite;0;entomogame;akène;anémochore;jaune;0;05-sept;0;0;hros;hémicryptophytaie;pelouses des sables continentaux acidophiles. médio-européennes à méditerranéennes;Rumicenea acetosellae;0;0;0;0;8;5;4;4;4;4;3;0;5;1;8;5;3;5;4;3;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;13627;Hypochaeris radicata *;Hypochaeris;européen;hros;5;spring;9;entomogame;anémochore;3;8;4
Impatiens glandulifera;Impglan;0.026542458;Impatiens glandulifera Royle;no;no;no;;therophyte;Test;38.294;1;3;NA;1.75;11.10076923;7;9;3;entomogame. autogame;autochore;5;6;4;8;7;7;impatiens glandulifera;esp;1307;35713;13/6.0.1.0.2;Impatiens glandulifera Royle;introduit (Himalaya);racème simple;hermaphrodite;0;entomogame. autogame;capsule;autochore;rose;0;07-sept;0;0;Test;thérophytaie;annuelles pionnières nitrophiles des clairières et lisières européennes. psychrophiles. hémisciaphiles. hygrophiles;Impatiention noli-tangeris;0;0;0;0;5;6;4;9;8;7;7;0;1;8;5;7;2;8=;7;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;0;Ericales;0;Balsaminaceae;0;0;0;0;0;0;1993;Impatiens glandulifera;Impatiens;Neophyt;Test;7;summer;9;mixed;autochore;7;5;8
Inula conyza;Inucony;0.026542458;Inula conyza DC.;no;no;no;;hemicryptophyte;heri;17.677;0.3;1.5;NA;0.706;0.234;7;9;3;entomogame. autogame;anémochore;6;6;4;4;7;4;inula conyza;esp;973;35770;10/2.0.1;Inula conyza DC.;eurasiatique;corymbe de capitules;hermaphrodite;protandre;entomogame. autogame;akène;anémochore;jaune;0;07-sept;0;0;heri;hémicryptophytaie;ourlets basophiles médio-européens. mésoxérophiles;Antherico ramosi - Geranietalia sanguinei;0;0;0;0;6;6;4;3;4;7;4;0;4;3;6;6;2;4;7;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3124;Inula conyza;Inula;eurasiatique;heri;7;summer;9;mixed;anémochore;4;6;4
Jacobaea erucifolia;Jaceruc;0.018767911;Jacobaea erucifolia (L.) P.Gaertn.. B.Mey. & Scherb.;no;no;no;;hemicryptophyte;Hros;14.02711211;0.6;1.5;NA;NA;0.3935;8;9;2;entomogame. autogame;anémochore;7;6;5;4;8;6;jacobaea erucifolia;esp;1166;36229;13/1.0.2.0.2;Jacobaea erucifolia (L.) P.Gaertn.. B.Mey. & Scherb.;eurasiatique;corymbe de capitules;hermaphrodite;protandre;entomogame. autogame;akène;anémochore;jaune;0;08-sept;0;0;Hros;hémicryptophytaie;friches vivaces mésohydriques. médio-européennes;Dauco carotae subsp. carotae - Melilotion albi;0;(Tephrosero integrifoliae - Platantherion chloranthae);(Tetragonolobo maritimi - Mesobromenion erecti subsp. erecti);0;7;6;5;4;4;8;6;0;2;2;8;6;4;3~;8;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3094;Senecio erucifolius;Jacobaea;eurasiatique;Hros;8;summer;9;mixed;anémochore;6;7;4
Jacobaea vulgaris;Jacvulg;0.056231034;Jacobaea vulgaris Gaertn.;no;no;no;;hemicryptophyte;heri;22.89341878;0.4;1.5;NA;NA;0.21;5;8;4;entomogame. autogame;anémochore;7;5;5;4;6;7;ambiguous;esp;1180;102852;13/1.0.2.0.2;Jacobaea vulgaris Gaertn.;eurasiatique;corymbe de capitules;gynodioïque;protandre;entomogame. autogame;akène;anémochore;jaune;0;0;0;0;heri;hémicryptophytaie;friches vivaces mésohydriques. médio-européennes;Dauco carotae subsp. carotae - Melilotion albi;0;0;0;0;7;5;5;5;4;6;7;0;4;1;8;5;3;4~;7;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3095;Senecio jacobaea;Jacobaea;eurasiatique;heri;NA;NA;NA;mixed;anémochore;7;7;4
Jasione montana;Jasmont;0.018767911;Jasione montana L.;no;no;no;;hemicryptophyte;hbis;36.39;0.1;0.6;NA;0.336666667;0.024117647;6;9;4;entomogame. autogame;épizoochore;7;7;4;4;3;2;jasione montana;esp;1914;36259;08/8.1;Jasione montana L.;méditerranéen(eury)-atlantique(eury);capitule simple;hermaphrodite;protandre;entomogame. autogame;capsule;épizoochore;bleu;0;06-sept;0;0;hbis;hémicryptophytaie;pelouses des sables continentaux acidophiles. médio-européennes à méditerranéennes;Rumicenea acetosellae;0;0;0;0;7;7;4;5;4;3;2;0;4;1;7;6;3;3;3;2;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Campanulaceae;0;0;0;0;0;0;13643;Jasione montana;Jasione;méditerranéen;hbis;6;spring;9;mixed;zoochore;2;7;4
Juglans regia;Jugregi;-0.004741329;Juglans regia L.;no;no;no;;phanerophyte;A-cad;14.6;10;25;NA;NA;11481;4;5;2;anemogame;dyszoochore;8;7;4;5;7;6;verif;esp;3506;36333;18/2.;Juglans regia L.;eurasiatique méridional;épi simple;monoïque;0;anemogame;drupe;dyszoochore;vert;0;04-mai;arbre;30;A-cad;magnophanérophytaie;associations arborescentes des forêts et bois caducifoliés climaciques. malacophylles. du tempéré modal médio-européen;Quercetea fagineo - pubescentis;0;0;0;0;8;7;4;5;5;7;6;0;3;3;6;8;2;6;7;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fagales;0;Juglandaceae;0;0;0;0;0;0;820;Juglans regia A;Juglans;eurasiatique;A-cad;verif;verif;verif;verif;verif;verif;verif;verif
Juncus bufonius;Junbufo;-0.032727291;Juncus bufonius L. ;no;no;no;;therophyte;test;19.02272727;0.05;0.6;NA;0.19125;0.019565217;5;9;5;anemogame. autogame;épizoochore;7;5;5;7;5;5;juncus bufonius;esp;6134;36441;04/5.;Juncus bufonius L. ;cosmopolite;cyme de glomérules;hermaphrodite;0;anemogame. autogame;capsule;épizoochore;vert;0;05-sept;0;0;test;thérophytaie;annuelles des tonsures hygrophiles à hydrophiles. européennes;Juncetea bufonii;0;0;0;0;7;5;5;8;7;5;5;0;3;3;7;5;x;7~;3;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Juncaceae;0;0;0;0;0;0;7470;Juncus bufonius (doublon);Juncus;cosmopolite;test;5;spring;9;mixed;zoochore;5;7;7
Juncus conglomeratus;Juncong;0.011500931;Juncus conglomeratus L. ;no;no;no;;geophyte;grhi;4.9;0.3;1;NA;0.844444444;0.01375;6;8;3;anemogame;épizoochore;8;5;3;7;4;3;juncus conglomeratus;esp;6138;36482;06/1.1.1.0.1;Juncus conglomeratus L. ;européen;cyme de glomérules;hermaphrodite;protogyne;anemogame;capsule;épizoochore;marron;0;06-ao˚t;0;0;grhi;hémicryptophytaie;jonçaies des prés paratourbeux acidophiles. atlantiques;Juncion acutiflori;0;0;0;0;8;5;3;8;7;4;3;0;2;9;8;5;3;7~;4;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Juncaceae;0;0;0;0;0;0;578;Juncus conglomeratus;Juncus;européen;grhi;6;spring;8;anemogame;zoochore;3;8;7
Juncus effusus;Juneffu;0.04197027;Juncus effusus L.;no;no;no;;geophyte;grhi;5.554705882;0.4;0.12;NA;0.883181818;0.019969697;6;9;4;anemogame;épizoochore;7;5;4;7;4;4;juncus effusus;esp;6139;36499;06/1.1.1.0.1;Juncus effusus L.;cosmopolite;cyme de glomérules;hermaphrodite;protogyne;anemogame;capsule;épizoochore;vert;0;06-sept;0;0;grhi;hémicryptophytaie;jonçaies des prés paratourbeux acidophiles. atlantiques;Juncion acutiflori;0;0;0;0;7;5;4;8;7;4;4;0;2;9;8;5;3;7;3;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Juncaceae;0;0;0;0;0;0;579;Juncus effusus;Juncus;cosmopolite;grhi;6;spring;9;anemogame;zoochore;4;7;7
Kickxia elatine;Kicelat;-0.037940574;Kickxia elatine (L.) Dumort.;no;no;no;;therophyte;test;40.3;0.1;0.4;NA;0.325714286;0.361818182;6;10;5;entomogame;épizoochore;7;7;3;4;7;6;kickxia elatine;esp;5350;36916;13/3.0.2.0.1;Kickxia elatine (L.) Dumort.;méditerranéen(eury)-atlantique(eury);fleur solitaire latérale;hermaphrodite;0;entomogame;capsule;épizoochore;jaune;bleu;06-oct;0;0;test;thérophytaie;annuelles commensales des moissons basophiles. mésothermes;Caucalidion platycarpi;0;0;0;0;7;7;3;5;4;7;6;0;3;2;7;6;2;4;7;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Plantaginaceae;0;0;0;0;0;0;15612;Kickxia elatine;Kickxia;méditerranéen;test;6;spring;10;entomogame;zoochore;6;7;4
Kickxia spuria;Kicspur;-0.057458336;Kickxia spuria (L.) Dumort.;no;no;no;;therophyte;test;28.322;0.1;0.4;NA;0.291;0.387777778;6;10;5;entomogame. autogame;épizoochore;7;6;4;4;7;6;kickxia spuria;esp;5353;36923;13/3.0.2.0.1;Kickxia spuria (L.) Dumort.;eurasiatique;fleur solitaire latérale;hermaphrodite;0;entomogame. autogame;capsule;épizoochore;jaune;bleu;06-oct;0;0;test;thérophytaie;annuelles commensales des moissons basophiles. mésothermes;Caucalidion platycarpi;0;0;0;0;7;6;4;5;4;7;6;0;3;2;7;7;2;4;7;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Plantaginaceae;0;0;0;0;0;0;2646;Kickxia spu. spuria;Kickxia;eurasiatique;test;6;spring;10;mixed;zoochore;6;7;4
Knautia arvensis;Knaarve;0.090054297;Knautia arvensis (L.) Coult. ;no;no;no;;hemicryptophyte;hros;19.85106711;0.3;0.5;NA;0.578631579;4.314869565;6;8;3;entomogame;épizoochore;7;5;4;4;7;4;knautia arvensis;esp;30193;75201;10/2.0.2.0.1;Knautia arvensis (L.) Coult. ;eurasiatique septentrional;cyme capituliforme;gynodioïque;protandre;entomogame;akène;épizoochore;rose;0;06-ao˚t;0;0;hros;hémicryptophytaie;ourlets basophiles à neutroclines. mésohydriques. planitiaires-collinéens;Knautio arvensis - Agrimonion eupatoriae;0;0;0;0;7;5;4;4;4;7;4;0;3;2;7;6;3;4;x;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Dipsacales;0;Caprifoliaceae;0;0;0;0;0;0;2868;Knautia arvensis;Knautia;eurasiatique;hros;6;spring;8;entomogame;zoochore;4;7;4
Lactuca muralis;Lacmura;0.018767911;Lactuca muralis (L.) Gaertn.;no;no;no;;hemicryptophyte;heri;56.63034543;0.3;1.5;NA;NA;0.429;7;8;2;entomogame. autogame;épizoochore;5;6;4;5;7;6;verif;esp;1066;102887;13/2.0.1.0.2;Lactuca muralis (L.) Gaertn.;eurasiatique méridional;racème de capitules;hermaphrodite;0;entomogame. autogame;akène;épizoochore;jaune;0;07-ao˚t;0;0;heri;hémicryptophytaie;ourlets internes eutrophiles. hémisciaphiles. vernaux;Alliarion petiolatae;0;(Cystopteridion fragilis);0;0;5;6;4;6;5;7;6;0;3;3;4;6;2;5;x;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3290;Mycelis muralis;Lactuca;eurasiatique;heri;verif;verif;verif;verif;verif;verif;verif;verif
Lactuca perennis;Lacpere;0.04197027;Lactuca perennis L. ;no;no;no;;hemicryptophyte;heri;25.68;0.1;0.6;NA;0.3625;1.426666667;5;7;3;entomogame;anémochore;9;6;4;4;8;5;lactuca perennis;esp;30196;75204;09/3.;Lactuca perennis L. ;européen méridional;racème de capitules;hermaphrodite;0;entomogame;akène;anémochore;bleu;0;05-juil;0;0;heri;hémicryptophytaie;pelouses basophiles médio-européennes;Festuco valesiacae - Bromopsidetea erectae;0;0;0;0;9;6;4;3;4;8;5;0;3;2;9;7;4;2;8;2;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3283;Lactuca perennis;Lactuca;européen;heri;5;spring;7;entomogame;anémochore;5;9;4
Lactuca serriola;Lacserr;0.022297837;Lactuca serriola L.;no;no;no;;therophyte;Test;19.91071429;0.4;2.5;NA;0.941666667;0.4828;7;8;2;autogame;anémochore;7;5;5;4;7;6;lactuca serriola;esp;991;37373;13/4.0.1.0.1;Lactuca serriola L.;européen;racème de capitules;hermaphrodite;0;autogame;akène;anémochore;jaune;0;07-ao˚t;0;0;Test;thérophytaie;friches annuelles vernales à estivales. médio-européennes. des sols à texture grossière;Sisymbrion officinalis;0;0;0;0;7;5;5;4;4;7;6;0;3;3;9;7;7;4;x;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3288;Lactuca serriola;Lactuca;européen;Test;7;summer;8;autogame;anémochore;6;7;4
Lactuca viminea;Lacvimi;0.018767911;Lactuca viminea (L.) J.Presl & C.Presl;no;no;no;;hemicryptophyte;Hbis;NA;0.4;1.2;NA;0.4375;2.1588;7;9;3;entomogame;anémochore;6;7;4;4;7;6;lactuca viminea;esp;993;37384;13/1.;Lactuca viminea (L.) J.Presl & C.Presl;méditerranéen(eury);racème de capitules;hermaphrodite;0;entomogame;akène;anémochore;jaune;0;07-sept;0;0;Hbis;hémicryptophytaie;friches vivaces xérophiles européennes;Onopordetea acanthii subsp. acanthii;0;0;0;0;6;7;4;4;4;7;6;0;3;2;6;7;5;3;7;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;15075;Lactuca viminea;Lactuca;méditerranéen;Hbis;7;summer;9;entomogame;anémochore;6;6;4
Lactuca virosa;Lacviro;-0.001190462;Lactuca virosa L.;no;no;no;;hemicryptophyte;Hbis;22.51727273;0.4;2.5;NA;1.20125;0.855;7;8;2;entomogame;anémochore;7;7;4;4;7;7;lactuca virosa;esp;996;37391;13/1.;Lactuca virosa L.;méditerranéen-atlantique;racème de capitules;hermaphrodite;0;entomogame;akène;anémochore;jaune;0;07-ao˚t;0;0;Hbis;hémicryptophytaie;friches vivaces xérophiles européennes;Onopordetea acanthii subsp. acanthii;0;0;0;0;7;7;4;4;4;7;7;0;3;2;7;8;2;4;7;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3289;Lactuca virosa;Lactuca;méditerranéen;Hbis;7;summer;8;entomogame;anémochore;7;7;4
Lamium album;Lamalbu;0.075098114;Lamium album L.;no;no;no;;hemicryptophyte;heri;33.9445;0.2;0.6;NA;0.427;1.483076923;4;7;4;entomogame;myrmécochore;6;5;5;5;6;8;lamium album;esp;3557;37472;13/2.0.1;Lamium album L.;eurasiatique;glomérules;hermaphrodite;homogame;entomogame;akène;myrmécochore;blanc;0;04-juil;0;0;heri;hémicryptophytaie;friches et lisières vivaces médio-européennes. eutrophiles. mésohydriques;Lamio albi - Chenopodietalia boni-henrici;0;0;0;0;6;5;5;5;5;6;8;0;3;3;7;x;3;5;x;9;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Lamiaceae;0;0;0;0;0;0;2511;Lamium album;Lamium;eurasiatique;heri;4;spring;7;entomogame;zoochore;8;6;5
