ID_ENI;Codeconcat;Phi;ID_baseflor;weeds_annual_crops;weeds_market_crops;weeds_vineyards;other_status;biol_type_simpl;biol_type_baseflor;SLA_NA;Height_min;Height_max;Height_horiz;Height_mean;Seed_mass_NA;Flow_on;Flow_end;Flow_dur;pollination_mode;dispersal_mode;EIV_L;EIV_T;EIV_K;EIV_F;EIV_R;EIV_N;taxref.name;rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE2;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;ROYAUME_[ou_subroyaume_?];EMBRANCHEMENT_[= division._phylum]_(-ophyta);SUBEMBRANCHEMENT_(-ophytina);CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;ORDRE_(-ales);SUBORDRE_(ineae);FAMILLE;SUBFAMILLE_(-oideae);TRIBU_(-eae);SUBTRIBU_(-inae);SECTION;SUBSECTION;SERIE;PhytobaseID;Nom Phytobase;Genre;CHOROLOGIE;TYPE_BIOLOGIQUE;flowering_onset;flowering_onset_season;flowering_duration;pollination_syndrom;dispersal_syndrom;Ell_N;Ell_L;Ell_F
Gaudinia fragilis;Gaufrag;0.062260749;Gaudinia fragilis (L.) P.Beauv. écoph. annuel;no;no;no;;hemicryptophyte;test(hbis);NA;0.1;1;NA;0.4175;1.97;4;8;5;anemogame;épizoochore;8;7;4;5;5;6;gaudinia fragilis;esp;6929;29424;08/3.0.1.1.3;Gaudinia fragilis (L.) P.Beauv. écoph. annuel;méditerranéen(eury);panicule d'épillets;hermaphrodite;0;anemogame;caryopse;épizoochore;vert;0;04-ao˚t;0;0;test(hbis);thérophytaie;annuelles des tonsures acidophiles. thermophiles. mésoméditerranéennes. xérophiles. mésotrophiles;Vulpion ligusticae;0;0;0;0;8;7;4;5;5;5;6;0;3;3;8;6;3;5~;x;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;245;Gaudinia fragilis;Gaudinia;méditerranéen;test(hbis);4;spring;8;anemogame;zoochore;6;8;5
Geranium columbinum;Gercolu;0.041928288;Geranium columbinum L.;yes;no;no;;therophyte;test;27.448;0.1;0.6;NA;0.39;3.645555556;5;8;4;entomogame. autogame;autochore;7;6;4;4;7;7;geranium columbinum;esp;3419;29935;08/4.;Geranium columbinum L.;eurasiatique;racème de cymes unipares hélicoïdes;gynodioïque;homogame;entomogame. autogame;capsule;autochore;rose;0;05-ao˚t;0;0;test;thérophytaie;annuelles des tonsures basophiles. européennes;Stipo capensis - Brachypodietea distachyi;0;(Drabo muralis - Cardaminion hirsutae);0;0;0;0;0;0;0;0;0;0;0;0;7;6;4;4;7;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;1886;Geranium columbinum;Geranium;eurasiatique;test;5;spring;8;mixed;autochore;NA;NA;NA
Geranium dissectum;Gerdiss;0.244196288;Geranium dissectum L.;yes;no;yes;;therophyte;test;24.34314176;0.1;0.6;NA;0.375;2.47;5;8;4;entomogame. autogame;autochore;7;5;5;5;8;6;geranium dissectum;esp;3420;29941;13/3.0.2;Geranium dissectum L.;eurasiatique;racème de cymes unipares hélicoïdes;hermaphrodite;protogyne;entomogame. autogame;capsule;autochore;rose;0;05-ao˚t;0;0;test;thérophytaie;annuelles commensales des cultures basophiles;Papaveretalia rhoeadis;0;(Drabo muralis - Cardaminion hirsutae);0;0;7;5;5;5;5;8;6;0;3;2;6;6;3;5;8;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;1887;Geranium dissectum;Geranium;eurasiatique;test;5;spring;8;mixed;autochore;6;7;5
Geranium molle;Germoll;0.277675979;Geranium molle L. ;yes;no;no;;therophyte;test;27.62857143;0.1;0.6;NA;NA;1.07;4;9;6;entomogame. autogame;autochore;6;5;5;5;6;6;ambiguous;esp;30460;75468;13/5.;Geranium molle L. ;eurasiatique;racème de cymes unipares hélicoïdes;gynodioïque;protandre;entomogame. autogame;capsule;autochore;rose;0;04-sept;0;0;test;thérophytaie;ourlets thérophytiques vernaux. nitrophiles. méridionaux. hémisciaphiles à hémihéliophiles;Cardaminetea hirsutae;0;0;0;0;6;5;5;5;5;6;6;0;4;1;7;6;3;4;5;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;7780;Geranium molle (doublon);Geranium;eurasiatique;test;4;spring;9;mixed;autochore;6;6;5
Geranium pusillum;Gerpusi;0.028310877;Geranium pusillum L.;yes;no;no;;therophyte;test;25.5;0.1;0.4;NA;NA;0.7726;5;9;5;entomogame. autogame;autochore;7;6;5;5;6;7;ambiguous;esp;3432;30036;13/5.0.1.0.1;Geranium pusillum L.;eurasiatique;racème de cymes unipares hélicoïdes;hermaphrodite;protogyne;entomogame. autogame;capsule;autochore;rose;0;05-sept;0;0;test;thérophytaie;ourlets thérophytiques vernaux. nitrophiles. méso- à subméditerranéens occidentaux;Geranio pusilli - Anthriscion caucalidis;0;(Sisymbrietea officinalis);0;0;7;6;5;5;5;6;7;0;3;3;7;6;5;4;x;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;1888;Geranium pusillum;Geranium;eurasiatique;test;5;spring;9;mixed;autochore;7;7;5
Geranium pyrenaicum;Gerpyre;0.059361899;Geranium pyrenaicum Burm.f. ;no;no;no;;hemicryptophyte;heri;27.8975;0.2;1;NA;0.484;1.575833333;5;9;5;entomogame. autogame;épizoochore;7;6;4;5;7;8;geranium pyrenaicum;esp;30144;75152;13/2.0.1.0.3;Geranium pyrenaicum Burm.f. ;eurasiatique méridional;racème de cymes unipares hélicoïdes;hermaphrodite;protandre;entomogame. autogame;capsule;épizoochore;bleu;0;05-sept;0;0;heri;hémicryptophytaie;friches vivaces eutrophiles. mésohydriques. héliophiles;Arction lappae;0;0;0;0;7;6;4;6;5;7;8;0;3;3;8;6;4;5;7;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;7739;Geranium pyrenaicum (doublon);Geranium;eurasiatique;heri;5;spring;9;mixed;zoochore;8;7;5
Geranium robertianum;Gerrobe;0.0772186;Geranium robertianum L.;no;no;no;;therophyte;test(hbis);28.6;0.1;0.6;NA;0.341578947;1.378695652;4;9;6;entomogame. autogame;autochore;4;5;5;5;5;7;geranium robertianum;esp;3435;30044;13/6.;Geranium robertianum L.;holarctique;racème de cymes unipares hélicoïdes;hermaphrodite;0;entomogame. autogame;capsule;autochore;rose;0;04-sept;0;0;test(hbis);thérophytaie;annuelles pionnières nitrophiles des clairières et lisières européennes. psychrophiles;Galeopsio tetrahit - Senecionetea sylvatici;0;0;0;0;4;5;5;6;5;5;7;0;3;3;5;x;3;x;x;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;7785;Geranium robertianum (doublon);Geranium;holarctique;test(hbis);4;spring;9;mixed;autochore;7;4;5
Geranium rotundifolium;Gerrotu;0.046468193;Geranium rotundifolium L.;no;no;yes;;therophyte;test;25.7429;0.1;0.6;NA;0.150857095;1.49282625;4;9;6;entomogame. autogame;autochore;7;6;4;4;7;6;geranium rotundifolium;esp;3438;30056;13/5.;Geranium rotundifolium L.;européen méridional;racème de cymes unipares hélicoïdes;hermaphrodite;homogame;entomogame. autogame;capsule;autochore;rose;0;04-sept;0;0;test;thérophytaie;ourlets thérophytiques vernaux. nitrophiles. méridionaux. hémisciaphiles à hémihéliophiles;Cardaminetea hirsutae;0;0;(Veronico agrestis - Euphorbion helioscopiae);0;7;6;4;5;4;7;6;0;3;2;7;8;5;4;7;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;1889;Geranium rotundifolium;Geranium;européen;test;4;spring;9;mixed;autochore;6;7;4
Geum urbanum;Geuurba;0.085379137;Geum urbanum L.;no;no;no;;hemicryptophyte;hros;32.6975;0.2;1;NA;0.564583333;1.635789474;5;9;5;entomogame. autogame;épizoochore;5;5;5;5;6;7;geum urbanum;esp;4758;30154;13/2.0.1;Geum urbanum L.;européen;cyme unipare hélicoïde;androdioïque;protogyne;entomogame. autogame;akène;épizoochore;jaune;0;05-sept;0;0;hros;hémicryptophytaie;friches et lisières vivaces médio-européennes. eutrophiles. mésohydriques;Lamio albi - Chenopodietalia boni-henrici;0;0;0;0;5;5;5;6;5;6;7;0;2;3;4;5;5;5;x;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Rosanae;Fabids;Rosales;0;Rosaceae;0;0;0;0;0;0;1557;Geum urbanum;Geum;européen;hros;5;spring;9;mixed;zoochore;7;5;5
Glebionis segetum;Glesege;-0.013919235;Glebionis segetum (L.) Fourr.;yes;no;no;;therophyte;test;28.00666667;0.2;0.6;NA;0.504;1.6295;6;8;3;entomogame. autogame;anémochore;7;6;2;5;4;6;glebionis segetum;esp;652;30246;13/3.0.1.0.2;Glebionis segetum (L.) Fourr.;européen méridional;corymbe de capitules;hermaphrodite;protandre;entomogame. autogame;akène;anémochore;jaune;0;06-ao˚t;0;0;test;thérophytaie;annuelles commensales des cultures sarclées acidophiles. mésohydriques. des sols sableux;Digitario sanguinalis - Setarion viridis;0;0;0;0;7;6;2;5;5;4;6;0;3;4;7;6;2;5;5;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3207;Chrysanthemum segetum;Glebionis;européen;test;6;spring;8;mixed;anémochore;6;7;5
Glechoma hederacea;Glehede;0.138193467;Glechoma hederacea L.;no;no;no;;hemicryptophyte;hsto;35.45074074;0.1;0.3;NA;0.216666667;0.671666667;3;5;3;entomogame;myrmécochore;5;5;5;5;6;7;glechoma hederacea;esp;3549;30252;13/2.0.1;Glechoma hederacea L.;eurasiatique;glomérules;gynodioïque;protandre;entomogame;akène;myrmécochore;bleu;rose;03-mai;0;0;hsto;hémicryptophytaie;friches et lisières vivaces médio-européennes. eutrophiles. mésohydriques;Lamio albi - Chenopodietalia boni-henrici;0;0;0;0;5;5;5;6;5;6;7;0;2;3;6;6;3;6;x;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Lamiaceae;0;0;0;0;0;0;2544;Glechoma hederacea;Glechoma;eurasiatique;hsto;3;winter;5;entomogame;zoochore;7;5;5
Globularia bisnagarica;Globisn;0.018767911;Globularia bisnagarica L.;no;no;no;;hemicryptophyte;hces;8.135;0.1;0.5;NA;0.2525;0.618571429;4;6;3;entomogame;barochore;8;6;4;3;9;2;globularia bisnagarica;esp;3452;30288;09/3.;Globularia bisnagarica L.;européen méridional;capitule simple;hermaphrodite;0;entomogame;akène;barochore;bleu;0;04-juin;0;0;hces;hémicryptophytaie;pelouses basophiles médio-européennes;Festuco valesiacae - Bromopsidetea erectae;0;0;0;0;8;6;4;3;3;9;2;0;3;2;8;6;5;2;9;2;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;Lamiineae;Plantaginaceae;Globularieae;0;0;0;0;0;2755;Globularia punctata;Globularia;européen;hces;4;spring;6;entomogame;barochore;2;8;3
Gnaphalium antillanum;Gnaanti;0.026542458;Gnaphalium antillanum Urb.;no;no;no;;therophyte;test;NA;0.1;0.6;NA;NA;0.0256;5;7;3;entomogame. autogame;barochore;7;6;4;5;5;7;verif;esp;804;101208;04/5.;Gnaphalium antillanum Urb.;introduit (Amér. centrale);épi de capitules;gynodioïque;0;entomogame. autogame;akène;barochore;blanc;0;0;0;0;test;thérophytaie;annuelles des tonsures hygrophiles à hydrophiles. européennes;Juncetea bufonii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;12940;Gamochaeta subfalcata;Gnaphalium;Neophyt;test;verif;verif;verif;verif;verif;verif;verif;verif
Gnaphalium uliginosum;Gnaulig;-0.017324835;Gnaphalium uliginosum L. ;no;no;no;;therophyte;test;37.90875;0.02;0.2;NA;0.156666667;0.015;7;10;4;entomogame. autogame;anémochore;7;5;4;7;5;4;gnaphalium uliginosum;esp;30147;75155;04/5.;Gnaphalium uliginosum L. ;eurasiatique;capitule de capitules;gynomonoïque;0;entomogame. autogame;akène;anémochore;blanc;0;07-oct;0;0;test;thérophytaie;annuelles des tonsures hygrophiles à hydrophiles. européennes;Juncetea bufonii;0;0;0;0;7;5;4;8;7;5;4;0;4;4;7;6;4;7;4;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3051;Filaginella uli. uliginosa;Gnaphalium;eurasiatique;test;7;summer;10;mixed;anémochore;4;7;7
Hainardia cylindrica;Haicyli;0.026542458;Hainardia cylindrica (Willd.) Greuter;no;no;no;;therophyte;tver;NA;0.05;0.2;NA;NA;NA;4;6;3;anemogame;barochore;8;7;4;3;6;4;hainardia cylindrica;esp;6936;30803;08/4.0.1;Hainardia cylindrica (Willd.) Greuter;méditerranéen(eury);panicule d'épillets;hermaphrodite;0;anemogame;caryopse;barochore;vert;0;04-juin;0;0;tver;thérophytaie;annuelles des tonsures basophiles. aéroxérophiles. thermophiles. méditerranéennes;Stipo capensis - Bupleuretalia semicompositi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;403;Hainardia cylindrica;Hainardia;méditerranéen;tver;4;spring;6;anemogame;barochore;NA;NA;NA
Hedera helix;Hedheli;0.15487985;Hedera helix L.;no;no;yes;;phanerophyte;A-lia-semp;11.77272727;-;30;NA;NA;19.7;9;10;2;entomogame;endozoochore;5;5;4;5;5;6;verif;esp;329;30892;07/5.;Hedera helix L.;eurasiatique méridional;ombelle simple;hermaphrodite;protandre. protogyne;entomogame;drupe;endozoochore;jaune;0;09-oct;0;30;A-lia-semp;magnophanérophytaie;lianes grimpantes sur parois de falaises ou murs. épiphytes sur troncs d'arbres et d'arbustes;Hederetea hederacei;0;0;0;0;5;5;4;6;5;5;6;1;8;3;-4;5;2;5;x;x;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Araliaceae;0;0;0;0;0;0;16861;Hedera helix A;Hedera;eurasiatique;A-lia-semp;verif;verif;verif;verif;verif;verif;verif;verif
Hedypnois rhagadioloides;Hedrhag;0.059361899;Hedypnois rhagadioloides (L.) F.W.Schmidt;no;no;no;;therophyte;test;NA;0.05;0.6;NA;NA;10.8325;5;6;2;entomogame;épizoochore;8;8;4;3;8;4;hedypnois rhagadioloides;esp;812;30936;08/4.;Hedypnois rhagadioloides (L.) F.W.Schmidt;méditerranéen;racème de capitules;hermaphrodite;0;entomogame;akène;épizoochore;jaune;0;05-juin;0;0;test;thérophytaie;annuelles des tonsures basophiles. européennes;Stipo capensis - Brachypodietea distachyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;11049;Hedypnois rhagadioloides *;Hedypnois;méditerranéen;test;5;spring;6;entomogame;zoochore;NA;NA;NA
Helianthus annuus;Helannu;-0.055437629;Helianthus annuus L.;no;no;no;;therophyte;Test;20.97818182;0.6;2.5;NA;NA;38.8;7;10;4;entomogame;barochore;8;6;4;5;6;8;helianthus annuus;esp;30153;75161;13/4.0.3;Helianthus annuus L.;introduit (Amér. tropicale);racème de capitules;hermaphrodite;0;entomogame;akène;barochore;jaune;0;0;0;0;Test;thérophytaie;friches annuelles. nitrophiles. thermophiles. euryméditerranéennes;Chenopodietalia muralis;0;0;0;0;8;6;4;4;5;6;8;0;3;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3112;Helianthus annuus;Helianthus;Neophyt;Test;NA;NA;NA;entomogame;barochore;8;8;5
Avenula pratensis;Helprat;0.026542458;Helictochloa pratensis (L.) Romero Zarco;no;no;no;;hemicryptophyte;hces;9.894884005;0.3;0.8;NA;NA;NA;6;7;2;anemogame;épizoochore;7;5;5;3;7;2;verif;esp;6658;119468;09/3.1.2;Helictochloa pratensis (L.) Romero Zarco;eurasiatique;panicule d'épillets;hermaphrodite;protandre;anemogame;caryopse;épizoochore;vert. bleu;0;06-juil;0;0;hces;hémicryptophytaie;pelouses basophiles médio-européennes occidentales. mésohydriques à mésohygroclines;Bromopsidetalia erectae;0;0;0;0;7;5;5;4;3;7;2;0;3;2;7;6;4;3~;x;2;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;14101;Avenula pratensis (doublon);Helictochloa;eurasiatique;hces;verif;verif;verif;verif;verif;verif;verif;verif
Heliotropium europaeum;Heleuro;-0.001331212;Heliotropium europaeum L.;yes;no;no;;therophyte;test;NA;0.1;0.8;NA;0.2425;0.95;6;10;5;entomogame;barochore;7;7;4;4;8;6;heliotropium europaeum;esp;1382;31468;13/4.0.3.0.1;Heliotropium europaeum L.;méditerranéen(eury);racème de cymes unipares scorpioïdes;hermaphrodite;0;entomogame;akène;barochore;blanc;0;06-oct;0;0;test;thérophytaie;friches annuelles. nitrophiles. thermophiles. estivales. mésohydriques;Chenopodion muralis;0;0;0;0;7;7;4;4;4;8;6;0;3;3;7;8;5;4;8;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Boraginales;0;Boraginaceae;0;0;0;0;0;0;2427;Heliotropium europaeum;Heliotropium;méditerranéen;test;6;spring;10;entomogame;barochore;6;7;4
Helminthotheca echioides;Helechi;0.075885106;Helminthotheca echioides (L.) Holub;no;no;no;;hemicryptophyte;hbis;26.64;0.3;1.5;NA;0.574285714;0.968571429;6;9;4;entomogame. autogame;anémochore;8;7;4;3;8;6;helminthotheca echioides;esp;1101;31546;13/1.0.2.0.2;Helminthotheca echioides (L.) Holub;méditerranéen(eury);racème de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;jaune;0;06-sept;0;0;hbis;hémicryptophytaie;friches vivaces mésohydriques. médio-européennes;Dauco carotae subsp. carotae - Melilotion albi;0;0;0;0;8;7;4;3;3;8;6;0;3;1;7;7;3;5;8;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3268;Picris echioides;Helminthotheca;méditerranéen;hbis;6;spring;9;mixed;anémochore;6;8;3
Helosciadium nodiflorum;Helnodi;0.018767911;Helosciadium nodiflorum (L.) W.D.J.Koch;no;no;no;;hemicryptophyte;hsto;58.76153846;0.05;1;NA;0.58125;0.501764706;6;9;4;entomogame;hydrochore;8;6;5;9;7;7;helosciadium nodiflorum;esp;8634;31557;04/1.0.1.0.1;Helosciadium nodiflorum (L.) W.D.J.Koch;eurasiatique méridional;ombelle d'ombellules;hermaphrodite;0;entomogame;akène;hydrochore;blanc;0;06-sept;0;0;hsto;hémicryptophytaie;cressonnières flottantes amphibies. européennes. eutrophiles;Helosciadion nodiflori;0;0;0;0;8;6;5;9;9;7;7;0;1;8;7;8;3;10;x;6;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;2236;Apium nodiflorum;Helosciadium;eurasiatique;hsto;6;spring;9;entomogame;hydrochore;7;8;9
Heracleum sphondylium;Herspho;0.348197784;Heracleum sphondylium L.;no;no;no;;hemicryptophyte;Hbis;21.4075;0.3;2;NA;1.289047619;6.529565217;6;9;4;entomogame;anémochore;7;5;5;5;5;8;heracleum sphondylium;esp;187;31656;13/2.0.1.0.1;Heracleum sphondylium L.;européen;ombelle d'ombellules;androdioïque;protandre;entomogame;akène;anémochore;blanc;0;06-sept;0;0;Hbis;hémicryptophytaie;ourlets externes et friches eutrophiles. mésohydriques à mésohygrophiles. estivaux;Aegopodion podagrariae;0;0;0;0;7;5;5;5;5;5;8;0;2;3;7;5;2;5;x;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;15404;Heracleum sphondylium;Heracleum;européen;Hbis;6;spring;9;entomogame;anémochore;8;7;5
Himantoglossum hircinum;Himhirc;0.018767911;Himantoglossum hircinum (L.) Spreng. ;no;no;no;;geophyte;gtub;19.84;0.2;1;NA;0.48;NA;5;7;3;entomogame;anémochore;7;7;4;4;8;3;himantoglossum hircinum;esp;30162;75170;09/3.1.2;Himantoglossum hircinum (L.) Spreng. ;méditerranéen(eury)-atlantique(eury);épi simple;hermaphrodite;0;entomogame;capsule;anémochore;blanc;rose;05-juil;0;0;gtub;hémicryptophytaie;pelouses basophiles médio-européennes occidentales. mésohydriques à mésohygroclines;Bromopsidetalia erectae;0;0;0;0;7;7;4;4;4;8;3;0;3;2;7;7;2;3;9;2;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;0;0;0;Asparagales;0;Orchidaceae;0;0;0;0;0;0;750;Himantoglossum hircinum;Himantoglossum;méditerranéen;gtub;5;spring;7;entomogame;anémochore;3;7;4
Holcus lanatus;Hollana;0.446756772;Holcus lanatus L.;no;no;no;;hemicryptophyte;hces;32.43962763;0.2;0.8;NA;0.376240075;0.374087912;5;8;4;anemogame;épizoochore;7;5;5;5;4;6;holcus lanatus;esp;6947;34724;12/1.;Holcus lanatus L.;circumboréal;panicule d'épillets;androdioïque;protandre;anemogame;caryopse;épizoochore;rose;0;05-ao˚t;0;0;hces;hémicryptophytaie;prairies européennes mésotrophiles à eutrophiles;Agrostio stoloniferae - Arrhenatheretea elatioris subsp. elatioris;0;0;0;0;7;5;5;5;5;4;6;1;3;3;7;6;3;6;x;5;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;238;Holcus lanatus;Holcus;circumboréal;hces;5;spring;8;anemogame;zoochore;6;7;5
Holcus mollis;Holmoll;0.100438524;Holcus mollis L. ;no;no;no;;hemicryptophyte;hsto;39.746;0.2;0.8;NA;0.52375;0.34;6;9;4;anemogame;épizoochore;5;5;4;6;3;3;holcus mollis;esp;30165;75173;10/1.0.1;Holcus mollis L. ;atlantique(eury);panicule d'épillets;androdioïque;protandre;anemogame;caryopse;épizoochore;blanc;0;06-sept;0;0;hsto;hémicryptophytaie;ourlets externes acidophiles médio-européens;Melampyro pratensis - Holcetalia mollis;0;0;0;0;5;5;4;6;6;3;3;0;3;4;5;5;2;5;2;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;14685;Holcus mollis;Holcus;atlantique;hsto;6;spring;9;anemogame;zoochore;3;5;6
Hordeum murinum;Hormuri;0.255062357;Hordeum murinum L.;no;no;no;;therophyte;test;28.70863509;0.1;0.6;NA;0.326333333;5.208266667;5;8;4;anemogame;épizoochore;8;8;3;3;8;8;hordeum murinum;esp;6955;34857;13/4.0.1.0.4;Hordeum murinum L.;holarctique;épi d'épillets;androdioïque;0;anemogame;caryopse;épizoochore;vert;0;05-ao˚t;0;0;test;thérophytaie;friches annuelles hypernitrophiles. médio-européenne. des sols limono-sableux;Bromo sterilis - Hordeion murinum;0;0;0;0;8;8;3;4;3;8;8;0;4;3;8;7;x;4;7;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;Pooideae;Hordeeae;Hordeinae;0;0;0;15750;Hordeum murinum;Hordeum;holarctique;test;5;spring;8;anemogame;zoochore;8;8;3
Hordeum vulgare;Horvulg;-0.062631042;Hordeum vulgare L.;no;no;no;;therophyte;Test;7.273333333;0.3;1;NA;1.014615385;40.38714286;5;7;3;anemogame;épizoochore;8;6;9;4;8;7;hordeum vulgare;esp;6959;34916;13/3.;Hordeum vulgare L.;introduit (Asie centr.);épi d'épillets;hermaphrodite;0;anemogame;caryopse;épizoochore;vert;0;05-juil;0;0;Test;thérophytaie;annuelles commensales des cultures;Stellarietea mediae;0;0;0;0;8;6;9;3;4;8;7;0;3;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;Pooideae;Hordeeae;Hordeinae;0;0;0;7742;Hordeum vulgare (doublon);Hordeum;Archeophyt;Test;5;spring;7;anemogame;zoochore;7;8;4
