ID_ENI;NOM_SCIENTIFIQUE;ID_TaxRef;Family;Taxa name;RED LIST STATUS FR;POP. TREND;PN;Messicole;Agrotolerance;Native_Status;Residence_Time;Naturalization status;Chorology;FM Type;IndVal;P-value;Rank
Abies;#N/A;188665;Pinaceae;Abies Mill., 1754;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Acer campestre;Acer campestre L.;79734;Sapindaceae;Acer campestre L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;2,4;;species
Acer pseudoplatanus;Acer pseudoplatanus L.;79783;Sapindaceae;Acer pseudoplatanus L., 1753;LC;Stable;-;-;;Native;-;-;european;4;3,4;;species
Achillea ligustica;Achillea ligustica All.;79903;Asteraceae;Achillea ligustica All., 1773;LC;Not_known;-;-;;Native;-;-;mediterranean;NA;NA;;species
Achillea millefolium;Achillea millefolium L.;79908;Asteraceae;Achillea millefolium L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;8,5;;species
Aegilops geniculata;Aegilops geniculata Roth;80278;Poaceae;Aegilops geniculata Roth, 1797;LC;Not_known;-;-;;Native;-;-;subtropical;7;14,4;***;species
Buglossoides purpurocaerulea;Buglossoides purpurocaerulea (L.) I.M.Johnst.;80317;Boraginaceae;Aegonychon purpurocaeruleum (L.) Holub, 1973;LC;Decrease;-;-;;Native;-;-;european;6;1,5;;species
Aegopodium podagraria;Aegopodium podagraria L.;80322;Apiaceae;Aegopodium podagraria L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;4;10,3;***;species
Aethusa cynapium;Aethusa cynapium L.;80358;Apiaceae;Aethusa cynapium L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;1;2,4;;species
Agrimonia eupatoria;Agrimonia eupatoria L.;80410;Rosaceae;Agrimonia eupatoria L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;6;8,9;**;species
Agrostemma githago;Agrostemma githago L. ;80546;Caryophyllaceae;Agrostemma githago L., 1753;LC;Decrease;-;messicole;;Alien;Archaeophyt;Naturalized;introduced;5;1;;species
Agrostis canina;Agrostis canina L. ;80590;Poaceae;Agrostis canina L., 1753;LC;Stable;-;-;;Native;-;-;holarctic;1;1,3;;species
Agrostis capillaris;Agrostis capillaris L. ;80591;Poaceae;Agrostis capillaris L., 1753;LC;Stable;-;-;;Native;-;-;holarctic;6;15,2;***;species
Agrostis curtisii;Agrostis curtisii KerguÇlen;80605;Poaceae;Agrostis curtisii KerguÇlen, 1976;LC;Stable;-;-;;Native;-;-;atlantic;6;1,5;;species
Agrostis gigantea;Agrostis gigantea Roth;80639;Poaceae;Agrostis gigantea Roth, 1788;LC;Stable;-;-;;Native;-;-;holarctic;6;3;*;species
Agrostis stolonifera;Agrostis stolonifera L. ;80759;Poaceae;Agrostis stolonifera L., 1753;LC;Stable;-;-;;Native;-;-;holarctic;6;17,2;***;species
Aira caryophyllea;Aira caryophyllea L.;80857;Poaceae;Aira caryophyllea L., 1753;LC;Stable;-;-;;Native;-;-;european;6;3,3;;species
Aira cupaniana;Aira cupaniana Guss. ;80864;Poaceae;Aira cupaniana Guss., 1843;LC;Decrease;-;-;;Native;-;-;mediterranean;7;2,1;;species
Ajuga reptans;Ajuga reptans L.;80990;Lamiaceae;Ajuga reptans L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;2;1,3;;species
Alchemilla;#N/A;188940;Rosaceae;Alchemilla L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Alliaria petiolata;Alliaria petiolata (M.Bieb.) Cavara & Grande;81295;Brassicaceae;Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913;LC;Increase;-;-;;Native;-;-;eurasiatic;3;1,9;;species
Allium oleraceum;Allium oleraceum L. ;81457;Amaryllidaceae;Allium oleraceum L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Allium polyanthum;Allium polyanthum Schult. & Schult.f.;81479;Amaryllidaceae;Allium polyanthum Schult. & Schult.f., 1830;LC;Stable;-;-;;Native;-;-;mediterranean;7;6,4;**;species
Allium porrum;Allium porrum L.;81483;Amaryllidaceae;Allium porrum L., 1753;NA;NA;-;-;;Alien;Neophyt;Casual;introduced;7;4,3;*;species
Allium roseum;Allium roseum L.;81499;Amaryllidaceae;Allium roseum L., 1753;LC;Decrease;-;messicole;;Native;-;-;mediterranean;7;2,1;;species
Allium rotundum;Allium rotundum L.;81501;Amaryllidaceae;Allium rotundum L., 1762;LC;Decrease;-;-;;Native;-;-;european;2;1;;species
Allium sphaerocephalon;Allium sphaerocephalon L. ;81520;Amaryllidaceae;Allium sphaerocephalon L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;7;1,4;;species
Allium triquetrum;Allium triquetrum L.;81538;Amaryllidaceae;Allium triquetrum L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Allium vineale;Allium vineale L.;81544;Amaryllidaceae;Allium vineale L., 1753;LC;Stable;-;-;;Native;-;-;european;1;2,3;;species
Alopecurus geniculatus;Alopecurus geniculatus L.;81637;Poaceae;Alopecurus geniculatus L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;5;2,4;;species
Alopecurus myosuroides;Alopecurus myosuroides Huds.;81648;Poaceae;Alopecurus myosuroides Huds., 1762;LC;Not_known;-;messicole;agrotolerant;Alien;Archaeophyt;Naturalized;introduced;1;11,5;**;species
Alopecurus pratensis;Alopecurus pratensis L. ;81656;Poaceae;Alopecurus pratensis L., 1753;LC;Decrease;-;-;;Native;-;-;eurasiatic;4;6,2;*;species
Althaea cannabina;Althaea cannabina L.;81837;Malvaceae;Althaea cannabina L., 1753;LC;Decrease;-;-;;Native;-;-;european;5;1,4;;species
Althaea officinalis;Althaea officinalis L.;81856;Malvaceae;Althaea officinalis L., 1753;LC;Not_known;-;-;;Native;-;-;eurasiatic;6;3;*;species
Alyssum alyssoides;Alyssum alyssoides (L.) L.;81878;Brassicaceae;Alyssum alyssoides (L.) L., 1759;LC;Not_known;-;-;;Native;-;-;eurasiatic;7;2,1;;species
Amaranthus albus;Amaranthus albus L.;81955;Amaranthaceae;Amaranthus albus L., 1759;NA;Not_assessed;-;-;;Alien;Neophyt;Naturalized;introduced;6;1;;species
Amaranthus deflexus;Amaranthus deflexus L.;81978;Amaranthaceae;Amaranthus deflexus L., 1771;NA;Not_assessed;-;-;;Alien;Neophyt;Naturalized;introduced;1;0,8;;species
Amaranthus hybridus;Amaranthus hybridus L. ;81992;Amaranthaceae;Amaranthus hybridus L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;5;1,7;;species
Amaranthus retroflexus;Amaranthus retroflexus L.;82018;Amaranthaceae;Amaranthus retroflexus L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;5;4,7;*;species
Ambrosia artemisiifolia;Ambrosia artemisiifolia L.;82080;Asteraceae;Ambrosia artemisiifolia L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;1;5,3;*;species
Ammi majus;Ammi majus L. ;82130;Apiaceae;Ammi majus L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;1;0,6;;species
Anacamptis pyramidalis;Anacamptis pyramidalis (L.) Rich.;82288;Orchidaceae;Anacamptis pyramidalis (L.) Rich., 1817;LC;Stable;-;-;;Native;-;-;european;1;0,5;;species
Andryala integrifolia;Andryala integrifolia L.;82562;Asteraceae;Andryala integrifolia L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;8,5;**;species
Angelica sylvestris;Angelica sylvestris L. ;82738;Apiaceae;Angelica sylvestris L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;7;2,9;;species
Anisantha diandra;Anisantha diandra (Roth) Tutin ex Tzvelev;82750;Poaceae;Anisantha diandra (Roth) Tutin ex Tzvelev, 1963;LC;Not_known;-;-;;Native;-;-;european;7;18,7;***;species
Anisantha madritensis;Anisantha madritensis (L.) Nevski;82753;Poaceae;Anisantha madritensis (L.) Nevski, 1934;LC;Increase;-;-;;Native;-;-;mediterranean;7;43;***;species
Anisantha rubens;Anisantha rubens (L.) Nevski;82756;Poaceae;Anisantha rubens (L.) Nevski, 1934;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Anisantha sterilis;Anisantha sterilis (L.) Nevski;82757;Poaceae;Anisantha sterilis (L.) Nevski, 1934;LC;Stable;-;-;agrotolerant;Native;-;-;eurasiatic;4;22,7;***;species
Anisantha tectorum;Anisantha tectorum (L.) Nevski;82758;Poaceae;Anisantha tectorum (L.) Nevski, 1934;LC;Decrease;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Anthemis arvensis;Anthemis arvensis L.;82817;Asteraceae;Anthemis arvensis L., 1753;LC;Decrease;-;-;;Native;-;-;eurasiatic;7;12;***;species
Anthemis cotula;Anthemis cotula L.;82833;Asteraceae;Anthemis cotula L., 1753;LC;Not_known;-;messicole;;Native;-;-;eurasiatic;6;5,8;**;species
Anthoxanthum odoratum;Anthoxanthum odoratum L. ;82922;Poaceae;Anthoxanthum odoratum L., 1753;LC;Not_known;-;-;;Native;-;-;holarctic;6;11,4;***;species
Anthriscus caucalis;Anthriscus caucalis M.Bieb.;82931;Apiaceae;Anthriscus caucalis M.Bieb., 1808;LC;Not_known;-;-;;Native;-;-;eurasiatic;1;2,3;;species
Anthriscus sylvestris;Anthriscus sylvestris (L.) Hoffm.;82952;Apiaceae;Anthriscus sylvestris (L.) Hoffm., 1814;LC;Stable;-;-;;Native;-;-;eurasiatic;4;15;***;species
Hymenocarpos circinnatus;Anthyllis circinnata (L.) D.D.Sokoloff;717086;Fabaceae;Anthyllis circinnata (L.) D.D.Sokoloff, 2003;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Apera spica-venti;Apera spica-venti (L.) P.Beauv.;83156;Poaceae;Apera spica-venti (L.) P.Beauv., 1812;LC;Stable;-;messicole;;Alien;Archaeophyt;Naturalized;introduced;4;6,6;**;species
Aphanes arvensis;Aphanes arvensis L.;83159;Rosaceae;Aphanes arvensis L., 1753;LC;Stable;-;-;agrotolerant;Native;-;-;european;4;9,4;***;species
Arabidopsis;#N/A;189375;Brassicaceae;Arabidopsis Heynh., 1842;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Arabis hirsuta;Arabis hirsuta (L.) Scop.;83332;Brassicaceae;Arabis hirsuta (L.) Scop., 1772;LC;Stable;-;-;;Native;-;-;holarctic;5;1,4;;species
Arctium lappa;Arctium lappa L.;83499;Asteraceae;Arctium lappa L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Arctium minus;Arctium minus (Hill) Bernh.;83502;Asteraceae;Arctium minus (Hill) Bernh., 1800;LC;Stable;-;-;;Native;-;-;european;2;5,1;;species
ARENARIA LEPTOCLADOS;Arenaria leptoclados (Rchb.) Guss.;83596;Caryophyllaceae;Arenaria leptoclados (Rchb.) Guss., 1844;LC;Stable;-;-;;Native;-;-;holarctic;7;8,5;***;species
Arenaria serpyllifolia;Arenaria serpyllifolia L.;83653;Caryophyllaceae;Arenaria serpyllifolia L., 1753;LC;Stable;-;-;;Native;-;-;holarctic;4;1;;species
Argentina anserina;Argentina anserina (L.) Rydb.;83714;Rosaceae;Argentina anserina (L.) Rydb., 1899;LC;Not_known;-;-;;Native;-;-;holarctic;5;2,5;;species
Arisarum vulgare;Arisarum vulgare O.Targ.Tozz.;83755;Araceae;Arisarum vulgare O.Targ.Tozz., 1810;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Aristolochia clematitis;Aristolochia clematitis L.;83777;Aristolochiaceae;Aristolochia clematitis L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;5;1,4;;species
Arrhenatherum elatius subsp. bulbosum;Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl ;131692;Poaceae;Arrhenatherum elatius subsp. bulbosum (Willd.) SchÅbl. & G.Martens, 1834;LC;Stable;-;messicole;;Alien;Archaeophyt;Naturalized;introduced;4;30,7;***;subsp
Arrhenatherum elatius subsp. elatius;Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl ;131693;Poaceae;Arrhenatherum elatius subsp. elatius (L.) P.Beauv. ex J.Presl & C.Presl, 1819;LC;Not_known;-;-;;Native;-;-;european;4;23,7;***;subsp
Artemisia verlotiorum;Artemisia verlotiorum Lamotte;84057;Asteraceae;Artemisia verlotiorum Lamotte, 1877;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;7;2,1;;species
Artemisia vulgaris;Artemisia vulgaris L.;84061;Asteraceae;Artemisia vulgaris L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;11,4;**;species
Arum italicum;Arum italicum Mill.;84110;Araceae;Arum italicum Mill., 1768;LC;Not_known;-;-;;Native;-;-;mediterranean;5;2,2;;species
Arum maculatum;Arum maculatum L.;84112;Araceae;Arum maculatum L., 1753;LC;Not_known;-;-;;Native;-;-;european;5;0,9;;species
Asparagus acutifolius;Asparagus acutifolius L.;84264;Asparagaceae;Asparagus acutifolius L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;NA;NA;;species
Asparagus officinalis;Asparagus officinalis L.;84279;Asparagaceae;Asparagus officinalis L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;2,9;;species
Asperula;#N/A;189539;Rubiaceae;Asperula L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Aster;#N/A;189558;Asparagaceae;Aster L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
ASTRAGALUS HAMOSUS;Astragalus hamosus L.;84846;Fabaceae;Astragalus hamosus L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Atocion armeria;Atocion armeria (L.) Raf.;85017;Caryophyllaceae;Atocion armeria (L.) Raf., 1840;LC;Stable;-;-;;Native;-;-;mediterranean;5;1,4;;species
Atriplex patula;Atriplex patula L. ;85102;Amaranthaceae;Atriplex patula L., 1753;LC;Not_known;-;-;;Native;-;-;circumboreal;4;3;;species
Atriplex prostrata;Atriplex prostrata Boucher ex DC.;85112;Amaranthaceae;Atriplex prostrata Boucher ex DC., 1805;LC;Stable;-;-;;Native;-;-;circumboreal;2;1;;species
Avena barbata;Avena barbata Pott ex Link;85208;Poaceae;Avena barbata Pott ex Link, 1799;LC;Not_known;-;-;;Native;-;-;cosmopolit;7;75,6;***;species
Avena sativa gpe;Avena fatua L.;85250;Poaceae;Avena fatua L., 1753;LC;Not_known;-;-;;Alien;Archaeophyt;Naturalized;introduced;5;13,6;**;species
AVENA STERILIS;Avena sterilis L.;85374;Poaceae;Avena sterilis L., 1762;LC;Stable;-;-;;Alien;Archaeophyt;Naturalized;introduced;NA;NA;;species
Avenula pubescens;Avenula pubescens (Huds.) Dumort.;85439;Poaceae;Avenula pubescens (Huds.) Dumort., 1868;LC;Stable;-;-;;Native;-;-;eurasiatic;6;3;;species
Ballota nigra;Ballota nigra L.;85502;Lamiaceae;Ballota nigra L., 1753;LC;Stable;-;-;;Native;-;-;european;1;0,8;;species
Barbarea intermedia;Barbarea intermedia Boreau;85536;Brassicaceae;Barbarea intermedia Boreau, 1840;LC;Stable;-;-;;Native;-;-;atlantic;5;1,4;;species
Bartsia trixago;Bartsia trixago L.;85617;Orobanchaceae;Bartsia trixago L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Bellis perennis;Bellis perennis L. ;85740;Asteraceae;Bellis perennis L., 1753;LC;Stable;-;-;;Native;-;-;european;6;17,7;***;species
Berula erecta;Berula erecta (Huds.) Coville;85798;Apiaceae;Berula erecta (Huds.) Coville, 1893;LC;Stable;-;-;;Native;-;-;circumboreal;4;3,4;;species
Beta vulgaris subsp. maritima;Beta vulgaris L. subsp. vulgaris;132119;Amaranthaceae;Beta vulgaris subsp. maritima (L.) Arcang., 1882;LC;Stable;-;-;;Native;-;-;mediterranean;7;6,4;**;subsp
Beta vulgaris subsp. vulgaris;Beta vulgaris subsp. maritima (L.) Arcang.;132121;Amaranthaceae;Beta vulgaris subsp. vulgaris L., 1753;NA;Not_assessed;-;-;;Alien;Archaeophyt;Casual;introduced;NA;0,9;;subsp
Betula pendula;Betula pendula Roth;85903;Betulaceae;Betula pendula Roth, 1788;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Bidens tripartita;Bidens tripartita L.;85986;Asteraceae;Bidens tripartita L., 1753;LC;Decrease;-;-;;Native;-;-;eurasiatic;2;1;;species
Astragalus pelecinus;Astragalus pelecinus (L.) Barneby;86073;Fabaceae;Biserrula pelecinus L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Bituminaria bituminosa;Bituminaria bituminosa (L.) C.H.Stirt.;86083;Brassicaceae;Bituminaria bituminosa (L.) C.H.Stirt., 1981;LC;Not_known;-;-;;Native;-;-;eurasiatic;5;1,8;;species
Borago officinalis;Borago officinalis L.;86156;Boraginaceae;Borago officinalis L., 1753;LC;Stable;-;-;;Alien;Archaeophyt;Naturalized;introduced;7;2,1;;species
Brachypodium distachyon;Brachypodium distachyon (L.) P.Beauv.;86262;Poaceae;Brachypodium distachyon (L.) P.Beauv., 1812;LC;Decrease;-;-;;Native;-;-;mediterranean;7;2,1;;species
Brachypodium phoenicoides;Brachypodium phoenicoides (L.) Roem. & Schult.;86288;Poaceae;Brachypodium phoenicoides (L.) Roem. & Schult., 1817;LC;Not_known;-;-;;Native;-;-;mediterranean;7;6,7;**;species
Brachypodium retusum;Brachypodium retusum (Pers.) P.Beauv.;86297;Poaceae;Brachypodium retusum (Pers.) P.Beauv., 1812;LC;Stable;-;-;;Native;-;-;mediterranean;5;1,4;;species
Brachypodium rupestre;Brachypodium rupestre (Host) Roem. & Schult.;86301;Poaceae;Brachypodium rupestre (Host) Roem. & Schult., 1817;LC;Stable;-;-;;Native;-;-;mediterranean;6;4,2;;species
Brachypodium sylvaticum;Brachypodium sylvaticum (Huds.) P.Beauv.;86305;Poaceae;Brachypodium sylvaticum (Huds.) P.Beauv., 1812;LC;Stable;-;-;;Native;-;-;european;5;4,3;*;species
Brassica napus;Brassica napus L.;86399;Brassicaceae;Brassica napus L., 1753;NA;Not_assessed;-;-;;Alien;Archaeophyt;Casual;introduced;1;2,3;;species
Brassica nigra;Brassica nigra (L.) W.D.J.Koch;86400;Brassicaceae;Brassica nigra (L.) W.D.J.Koch, 1833;LC;Stable;-;-;;Native;-;-;cosmopolit;5;2,9;;species
Briza media;Briza media L.;86490;Poaceae;Briza media L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Briza minor;Briza minor L.;86492;Poaceae;Briza minor L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;7;3,3;;species
Bromopsis erecta;Bromopsis erecta (Huds.) Fourr.;86512;Poaceae;Bromopsis erecta (Huds.) Fourr., 1869;LC;Not_known;-;-;;Native;-;-;eurasiatic;7;1,1;;species
Bromopsis inermis;Bromopsis inermis (Leyss.) Holub;86513;Poaceae;Bromopsis inermis (Leyss.) Holub, 1973;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;5;1,1;;species
Bromopsis ramosa;Bromopsis ramosa (Huds.) Holub;86514;Poaceae;Bromopsis ramosa (Huds.) Holub, 1973;LC;Not_known;-;-;;Native;-;-;mediterranean;5;0,8;;species
Bromus arvensis;Bromus arvensis L. ;86537;Poaceae;Bromus arvensis L., 1753;LC;Decrease;-;messicole;;Native;-;-;eurasiatic;2;2,1;;species
Bromus commutatus gpe;Bromus commutatus Schrad. ;86571;Poaceae;Bromus commutatus Schrad., 1806;LC;Stable;-;-;;Native;-;-;european;6;9,4;***;species
Bromus hordeaceus;Bromus hordeaceus L. ;86634;Poaceae;Bromus hordeaceus L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;4;13;;species
Bromus secalinus;Bromus secalinus L.;86751;Poaceae;Bromus secalinus L., 1753;LC;Decrease;-;messicole;;Alien;Archaeophyt;Naturalized;introduced;1;3,6;;species
Bryonia cretica subsp. dioica;Bryonia cretica subsp. dioica (Jacq.) Tutin;86828;Cucurbitaceae;Bryonia dioica Jacq., 1774;LC;Stable;-;-;;Native;-;-;european;4;6,9;**;species
Buglossoides arvensis;Buglossoides arvensis (L.) I.M.Johnst.;86890;Boraginaceae;Buglossoides arvensis (L.) I.M.Johnst., 1954;LC;Decrease;-;messicole;;Native;-;-;european;1;1,1;;species
Bunias erucago;Bunias erucago L.;86969;Brassicaceae;Bunias erucago L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;6;0,9;;species
Calamagrostis;#N/A;190165;Poaceae;Calamagrostis Adans., 1763;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Calendula arvensis;Calendula arvensis L.;87420;Asteraceae;Calendula arvensis L., 1763;LC;Stable;-;messicole;;Native;-;-;european;7;22,3;***;species
Campanula erinus;Campanula erinus L.;87636;Campanulaceae;Campanula erinus L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;5;1,4;;species
Campanula rapunculus;Campanula rapunculoides L. ;87712;Campanulaceae;Campanula rapunculus L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;7;1,3;;species
Campanula rotundifolia;Campanula rotundifolia L. ;87720;Campanulaceae;Campanula rotundifolia L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;2,3;;species
Capsella bursa-pastoris;Capsella bursa-pastoris (L.) Medik. ;87849;Brassicaceae;Capsella bursa-pastoris (L.) Medik., 1792;LC;Not_known;-;-;agrotolerant;Native;-;-;cosmopolit;NA;NA;;species
Cardamine hirsuta;Cardamine hirsuta L.;87930;Brassicaceae;Cardamine hirsuta L., 1753;LC;Stable;-;-;agrotolerant;Native;-;-;circumboreal;7;7,4;**;species
Cardamine pratensis;Cardamine pratensis L.;87964;Brassicaceae;Cardamine pratensis L., 1753;LC;Stable;-;-;;Native;-;-;holarctic;5;1,2;;species
Carduus nigrescens;Carduus nigrescens Vill.;88165;Asteraceae;Carduus nigrescens Vill., 1779;LC;Stable;-;-;;Native;-;-;european;7;2,1;;species
Carduus nutans;Carduus nutans L.;88167;Asteraceae;Carduus nutans L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;1;0,8;;species
Carduus pycnocephalus;Carduus pycnocephalus L. ;88191;Asteraceae;Carduus pycnocephalus L., 1763;LC;Increase;-;-;;Native;-;-;mediterranean;7;25,5;***;species
Carduus tenuiflorus;Carduus tenuiflorus Curtis;88207;Asteraceae;Carduus tenuiflorus Curtis, 1793;LC;Increase;-;-;;Native;-;-;european;1;1,6;;species
Carex divulsa;Carex divulsa Stokes;88483;Cyperaceae;Carex divulsa Stokes, 1787;LC;Stable;-;-;;Native;-;-;eurasiatic;6;3,5;;species
Carex flacca;Carex flacca Schreb.;88510;Cyperaceae;Carex flacca Schreb., 1771;LC;Stable;-;-;;Native;-;-;holarctic;6;1,6;;species
Carex halleriana;Carex halleriana Asso ;88560;Cyperaceae;Carex halleriana Asso, 1779;LC;Not_known;-;-;;Native;-;-;mediterranean;7;2,1;;species
Carex hirta;Carex hirta L. ;88569;Cyperaceae;Carex hirta L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;6;4,3;*;species
Carex cuprina;Carex cuprina (Sandor ex Heuff.) Nendtv. ex A.Kern.;88741;Cyperaceae;Carex otrubae Podp., 1922;LC;Stable;-;-;;Native;-;-;eurasiatic;6;1;;species
Carex riparia;Carex riparia Curtis;88833;Cyperaceae;Carex riparia Curtis, 1783;LC;Not_known;-;-;;Native;-;-;eurasiatic;7;2,1;;species
Carex vulpina;Carex vulpina L.;88952;Cyperaceae;Carex vulpina L., 1753;LC;Not_known;-;-;;Native;-;-;eurasiatic;6;1,5;;species
Carpinus;#N/A;190365;Betulaceae;Carpinus L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Carthamus lanatus;Carlina lanata L.;89232;Asteraceae;Carthamus lanatus L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Catapodium rigidum;Catapodium rigidum (L.) C.E.Hubb.;89338;Poaceae;Catapodium rigidum (L.) C.E.Hubb., 1953;LC;Not_known;-;-;;Native;-;-;european;7;6,4;**;species
Centaurea aspera;Centaurea aspera L. ;89525;Asteraceae;Centaurea aspera L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;6,4;**;species
Centaurea jacea;Centaurea jacea L.;89619;Asteraceae;Centaurea jacea L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;4;5,5;*;species
Centaurea scabiosa;Centaurea scabiosa L.;89697;Asteraceae;Centaurea scabiosa L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,2;;species
