ID_ENI;NOM_SCIENTIFIQUE;ID_TaxRef;Family;Taxa name;RED LIST STATUS FR;POP. TREND;PN;Messicole;Agrotolerance;Native_Status;Residence_Time;Naturalization status;Chorology;FM Type;IndVal;P-value;Rank
Mercurialis annua;Mercurialis annua L.;108351;Euphorbiaceae;Mercurialis annua L., 1753;LC;Stable;-;-;agrotolerant;Native;-;-;european;1;4,6;;species
Misopates orontium;Misopates orontium (L.) Raf.;108645;Plantaginaceae;Misopates orontium (L.) Raf., 1840;LC;Stable;-;-;;Native;-;-;european;7;2,5;;species
Morus;#N/A;194913;Moraceae;Morus L., 1753;NA;NA;-;-;;Alien;NA;NA;introduced;NA;NA;;genus
Muscari neglectum;Muscari neglectum Guss. ex Ten.;108898;Asparagaceae;Muscari neglectum Guss. ex Ten., 1842;LC;Stable;-;messicole;;Native;-;-;european;7;17;***;species
Myosotis arvensis;Myosotis arvensis Hill;108996;Boraginaceae;Myosotis arvensis (L.) Hill, 1764;LC;Stable;-;-;;Native;-;-;circumboreal;4;13,6;***;species
Myosotis discolor;Myosotis discolor Pers.;109019;Boraginaceae;Myosotis discolor Pers., 1797;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Myosotis ramosissima;Myosotis ramosissima Rochel;109084;Boraginaceae;Myosotis ramosissima Rochel, 1814;LC;Stable;-;-;;Native;-;-;eurasiatic;6;1,5;;species
Myosotis stricta;Myosotis stricta Link ex Roem. & Schult.;109102;Boraginaceae;Myosotis stricta Link ex Roem. & Schult., 1819;LC;Not_known;-;-;;Native;-;-;eurasiatic;6;1,5;;species
Nasturtium officinale;Nasturtium officinale R.Br. ;109422;Brassicaceae;Nasturtium officinale W.T.Aiton, 1812;LC;Not_known;-;-;;Native;-;-;cosmopolit;7;2,1;;species
Nigella damascena;Nigella damascena L.;109625;Ranunculaceae;Nigella damascena L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;6;1,5;;species
Oenanthe pimpinelloides;Oenanthe pimpinelloides L.;109893;Apiaceae;Oenanthe pimpinelloides L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;6;6,1;**;species
Oloptum miliaceum;Oloptum miliaceum (L.) Rîser & Hamasha;717338;Poaceae;Oloptum miliaceum (L.) Rîser & Hamasha, 2012;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Ononis spinosa;Ononis spinosa L.;110236;Fabaceae;Ononis spinosa L., 1753;LC;Stable;-;-;;Native;-;-;european;5;2,1;;species
Ophrys apifera;Ophrys apifera Huds. ;110335;Orchidaceae;Ophrys apifera Huds., 1762;LC;Stable;-;-;;Native;-;-;european;5;1,4;;species
OPHRYS SP;Ophrys exaltata Ten.;110385;Orchidaceae;Ophrys exaltata Ten., 1819;LC;Stable;-;;;Native;-;-;mediterranean;3;2,3;;species
Origanum majorana;Origanum majorana L.;111272;Lamiaceae;Origanum majorana L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Casual;introduced;6;1,5;;species
Origanum vulgare;Origanum vulgare L.;111289;Lamiaceae;Origanum vulgare L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;1;0,6;;species
Orlaya grandiflora;Orlaya grandiflora (L.) Hoffm.;111297;Apiaceae;Orlaya grandiflora (L.) Hoffm., 1814;LC;Stable;-;messicole;;Native;-;-;european;7;4,3;*;species
Ornithogalum umbellatum;Ornithogalum umbellatum L.;111391;Asparagaceae;Ornithogalum umbellatum L., 1753;LC;Not_known;-;-;;Native;-;-;holarctic;7;4,3;*;species
Ornithopus compressus;Ornithopus compressus L.;111406;Fabaceae;Ornithopus compressus L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;7;6,7;**;species
Ornithopus perpusillus;Ornithopus perpusillus L.;111419;Fabaceae;Ornithopus perpusillus L., 1753;LC;Stable;-;-;;Native;-;-;european;7;2,1;;species
Ornithopus sativus;Ornithopus sativus Brot.;111424;Fabaceae;Ornithopus sativus Brot., 1804;NT;Decrease;-;-;;Native;-;-;mediterranean;5;1,4;;species
Orobanche minor;Orobanche minor Sm. ;111614;Orobanchaceae;Orobanche minor Sm., 1797;LC;Decrease;-;-;;Native;-;-;mediterranean;7;2,1;;species
Oxalis acetosella;Oxalis acetosella L.;111859;Oxalidaceae;Oxalis acetosella L., 1753;LC;Not_known;-;-;;Native;-;-;circumboreal;5;1,3;;species
Oxalis corniculata;Oxalis corniculata L.;111876;Oxalidaceae;Oxalis corniculata L., 1753;LC;Stable;-;-;;Alien;Archaeophyt;Naturalized;introduced;7;10,5;**;species
Oxalis fontana;Oxalis fontana Bunge;111921;Oxalidaceae;Oxalis fontana Bunge, 1833;NA;Not_assessed;-;-;;Alien;Neophyt;Naturalized;introduced;7;1,3;;species
Oxalis pes-caprae;Oxalis pes-caprae L.;111910;Oxalidaceae;Oxalis pes-caprae L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;7;8,5;**;species
Oxybasis glauca;Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch;717359;Amaranthaceae;Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch, 2012;LC;Stable;-;-;;Native;-;-;holarctic;2;1;;species
Pallenis spinosa;Paliurus spina-christi Mill.;112065;Rhamnaceae;Pallenis spinosa (L.) Cass., 1825;LC;Decrease;-;-;;Native;-;-;european;7;2,1;;species
Panicum miliaceum;Panicum miliaceum L.;112195;Poaceae;Panicum miliaceum L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Naturalized;introduced;2;0,4;;species
Papaver dubium;Papaver dubium L.;112303;Papaveraceae;Papaver dubium L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;7;1,6;;species
Papaver rhoeas;Papaver rhoeas L. ;112355;Papaveraceae;Papaver rhoeas L., 1753;LC;Stable;-;messicole;agrotolerant;Alien;Archaeophyt;Naturalized;introduced;1;16,3;**;species
Parentucellia latifolia;Parentucellia latifolia (L.) Caruel;112404;Orobanchaceae;Parentucellia latifolia (L.) Caruel, 1885;LC;Not_known;-;-;;Native;-;-;mediterranean;NA;NA;;species
Parentucellia viscosa;Parentucellia viscosa (L.) Caruel;112405;Orobanchaceae;Parentucellia viscosa (L.) Caruel, 1885;LC;Stable;-;-;;Native;-;-;mediterranean;7;8,5;***;species
Parietaria judaica;Parietaria judaica L.;112410;Urticaceae;Parietaria judaica L., 1756;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Parthenocissus inserta;Parthenocissus inserta (A.Kern.) Fritsch;112463;Vitaceae;Parthenocissus inserta (A.Kern.) Fritsch, 1922;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;4;3,4;;species
Paspalum dilatatum;Paspalum dilatatum Poir.;112482;Poaceae;Paspalum dilatatum Poir., 1804;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;6;4,5;*;species
Paspalum distichum;Paspalum distichum L.;112483;Poaceae;Paspalum distichum L., 1759;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;7;3,9;*;species
Pastinaca sativa;Pastinaca sativa L.;112550;Apiaceae;Pastinaca sativa L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;3,3;;species
Persicaria amphibia;Persicaria amphibia (L.) Gray;112727;Polygonaceae;Persicaria amphibia (L.) Gray, 1821;LC;Stable;-;-;;Native;-;-;cosmopolit;4;8,4;**;species
Persicaria lapathifolia;Persicaria lapathifolia (L.) Delarbre;112741;Polygonaceae;Persicaria lapathifolia (L.) Delarbre, 1800;LC;Stable;-;-;agrotolerant;Native;-;-;cosmopolit;1;3,4;;species
Persicaria maculosa;Persicaria maculosa Gray;112745;Polygonaceae;Persicaria maculosa Gray, 1821;LC;Stable;-;-;agrotolerant;Native;-;-;cosmopolit;6;4,4;;species
Petrorhagia prolifera;Petrorhagia prolifera (L.) P.W.Ball & Heywood;112808;Caryophyllaceae;Petrorhagia prolifera (L.) P.W.Ball & Heywood, 1964;LC;Stable;-;-;;Native;-;-;european;7;3,2;;species
Phacelia tanacetifolia;Phacelia tanacetifolia Benth.;112915;Boraginaceae;Phacelia tanacetifolia Benth., 1837;NA;Not_assessed;-;-;;Alien;Neophyt;Casual;introduced;6;1,7;;species
Phalaris aquatica;Phalaris aquatica L.;112972;Poaceae;Phalaris aquatica L., 1755;LC;Stable;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Phalaris arundinacea;Phalaris arundinacea L.;112975;Poaceae;Phalaris arundinacea L., 1753;LC;Stable;-;-;;Native;-;-;circumboreal;6;1,2;;species
Phalaris paradoxa;Phalaris paradoxa L.;113016;Poaceae;Phalaris paradoxa L., 1763;LC;Stable;-;messicole;;Native;-;-;mediterranean;6;3;*;species
Phelipanche nana;Phelipanche nana (Reut.) Soj†k;113098;Orobanchaceae;Phelipanche nana (Reut.) Soj†k, 1972;LC;Decrease;-;-;;Native;-;-;mediterranean;7;2,1;;species
Phleum arenarium;Phleum arenarium L.;113178;Poaceae;Phleum arenarium L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;1;0,8;;species
Phleum pratense;Phleum pratense L.;113221;Poaceae;Phleum pratense L., 1753;LC;Stable;-;-;;Native;-;-;circumboreal;6;5,2;;species
Phragmites australis;Phragmites australis (Cav.) Steud.;113260;Poaceae;Phragmites australis (Cav.) Trin. ex Steud., 1840;LC;Stable;-;-;;Native;-;-;cosmopolit;7;0,9;;species
Phytolacca americana;Phytolacca americana L.;113418;Rosaceae;Phytolacca americana L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;6;1,5;;species
Picris hieracioides;Picris hieracioides L.;113474;Asteraceae;Picris hieracioides L., 1753;LC;Not_known;-;-;;Native;-;-;eurasiatic;5;15;**;species
Pilosella officinarum;Pilosella officinarum F.W.Schultz & Sch.Bip.;113525;Asteraceae;Pilosella officinarum F.W.Schultz & Sch.Bip., 1862;LC;Not_known;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Pimpinella major;Pimpinella major (L.) Huds.;113579;Apiaceae;Pimpinella major (L.) Huds., 1762;LC;Stable;-;-;;Native;-;-;european;4;6,9;**;species
Pistacia lentiscus;Pistacia lentiscus L.;113744;Anacardiaceae;Pistacia lentiscus L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Pisum sativum;Pisum sativum L.;113778;Fabaceae;Pisum sativum L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;4;2,2;;species
Plantago coronopus;Plantago coronopus L.;113842;Plantaginaceae;Plantago coronopus L., 1753;LC;Increase;-;-;;Native;-;-;eurasiatic;7;2;;species
Plantago lagopus;Plantago lagopus L. ;113889;Plantaginaceae;Plantago lagopus L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Plantago lanceolata;Plantago lanceolata L.;113893;Plantaginaceae;Plantago lanceolata L., 1753;LC;Stable;-;-;agrotolerant;Native;-;-;eurasiatic;6;17,1;**;species
Plantago major;Plantago major L. ;113904;Plantaginaceae;Plantago major L., 1753;LC;Stable;-;-;agrotolerant;Native;-;-;eurasiatic;1;26,5;***;species
Plantago media;Plantago media L.;113906;Plantaginaceae;Plantago media L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;1;0,9;;species
Poa annua;Poa annua L.;114114;Poaceae;Poa annua L., 1753;LC;Not_known;-;-;agrotolerant;Native;-;-;cosmopolit;1;20,4;***;species
Poa bulbosa;Poa bulbosa L.;114136;Poaceae;Poa bulbosa L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;7;6,5;**;species
Poa pratensis;Poa pratensis L.;114332;Poaceae;Poa pratensis L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;2;19,9;***;species
Poa trivialis;Poa trivialis L.;114416;Poaceae;Poa trivialis L., 1753;LC;Stable;-;-;;Native;-;-;holarctic;4;18,2;**;species
Podospermum laciniatum;Podospermum laciniatum (L.) DC.;114468;Asteraceae;Podospermum laciniatum (L.) DC., 1805;LC;Decrease;-;-;;Native;-;-;mediterranean;7;6,5;**;species
Polycarpon tetraphyllum;Polycarpon tetraphyllum (L.) L.;114517;Caryophyllaceae;Polycarpon tetraphyllum (L.) L., 1759;LC;Stable;-;-;;Native;-;-;european;7;4,3;*;species
Polygonatum multiflorum;Polygonatum multiflorum (L.) All.;114611;Asparagaceae;Polygonatum multiflorum (L.) All., 1785;LC;Stable;-;-;;Native;-;-;circumboreal;4;3,4;;species
Polygonum aviculare;Polygonum aviculare L.;114658;Polygonaceae;Polygonum aviculare L., 1753;LC;Stable;-;-;agrotolerant;Native;-;-;cosmopolit;1;24;***;species
Polypogon monspeliensis;Polypogon monspeliensis (L.) Desf.;115027;Poaceae;Polypogon monspeliensis (L.) Desf., 1798;LC;Decrease;-;-;;Native;-;-;subtropical;7;2,1;;species
Populus nigra;Populus nigra L.;115145;Salicaceae;Populus nigra L., 1753;LC;Not_known;-;-;;Native;-;-;european;6;0,8;;species
Populus tremula;Populus tremula L.;115156;Salicaceae;Populus tremula L., 1753;LC;Not_known;-;-;;Native;-;-;eurasiatic;6;1,5;;species
Portulaca oleracea;Portulaca oleracea L.;115215;Portulacaceae;Portulaca oleracea L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;5;5,5;*;species
Potentilla erecta;Potentilla erecta (L.) RÑusch.;115470;Rosaceae;Potentilla erecta (L.) Raeusch., 1797;LC;Stable;-;-;;Native;-;-;eurasiatic;5;2,4;;species
Potentilla reptans;Potentilla reptans L.;115624;Rosaceae;Potentilla reptans L., 1753;LC;Not_known;-;-;;Native;-;-;eurasiatic;6;26,4;***;species
Potentilla sterilis;Potentilla sterilis (L.) Garcke;115655;Rosaceae;Potentilla sterilis (L.) Garcke, 1856;LC;Stable;-;-;;Native;-;-;european;5;1,4;;species
Potentilla neumanniana;Potentilla verna L.;115694;Rosaceae;Potentilla verna L., 1753;LC;Stable;-;-;;Native;-;-;european;5;1,1;;species
Poterium sanguisorba;Poterium sanguisorba L.;115789;Rosaceae;Poterium sanguisorba L., 1753;LC;Not_known;-;-;;Native;-;-;eurasiatic;7;4,3;*;species
Poterium verrucosum;Poterium verrucosum Link ex G.Don;115792;Rosaceae;Poterium verrucosum Link ex G.Don, 1832;LC;Not_known;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Primula elatior;Primula elatior (L.) Hill;115865;Primulaceae;Primula elatior (L.) Hill, 1765;LC;Not_known;-;-;;Native;-;-;mediterranean;6;1,5;;species
Primula veris;Primula veris L.;115918;Primulaceae;Primula veris L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;2,6;;species
Primula vulgaris;Primula vulgaris Huds.;115925;Primulaceae;Primula vulgaris Huds., 1762;LC;Stable;-;-;;Native;-;-;mediterranean;2;1;;species
Prunella vulgaris;Prunella vulgaris L. ;116012;Lamiaceae;Prunella vulgaris L., 1753;LC;Not_known;-;-;;Native;-;-;cosmopolit;6;13,3;***;species
Prunus cerasus;Prunus cerasus L. ;116054;Rosaceae;Prunus cerasus L., 1753;NA;Not_assessed;-;-;;Alien;Archaeophyt;Naturalized;introduced;4;3,4;;species
Prunus spinosa;Prunus spinosa L.;116142;Rosaceae;Prunus spinosa L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;7,5;**;species
Pteridium aquilinum;Pteridium aquilinum (L.) Kuhn ;116265;Dennstaedtiaceae;Pteridium aquilinum (L.) Kuhn, 1879;LC;Stable;-;-;;Native;-;-;cosmopolit;4;9,3;***;species
Pulicaria dysenterica;Pulicaria dysenterica (L.) Bernh.;116392;Asteraceae;Pulicaria dysenterica (L.) Bernh., 1800;LC;Stable;-;-;;Native;-;-;european;4;1,7;;species
Pulicaria odora;Pulicaria odora (L.) Rchb.;116396;Asteraceae;Pulicaria odora (L.) Rchb., 1831;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Quercus ilex;Quercus ilex L.;116704;Fagaceae;Quercus ilex L., 1753;LC;Not_known;-;-;;Native;-;-;mediterranean;7;2,5;;species
Quercus petraea;Quercus petraea Liebl.;521658;Fagaceae;Quercus petraea (Matt.) Liebl., 1784;LC;Not_known;-;-;;Native;-;-;european;6;3;;species
Quercus pubescens;Quercus pubescens Willd.;116751;Fagaceae;Quercus pubescens Willd., 1805;LC;Not_known;-;-;;Native;-;-;european;5;5,5;*;species
Quercus robur;Quercus robur L. ;116759;Fagaceae;Quercus robur L., 1753;LC;Stable;-;-;;Native;-;-;european;5;1,8;;species
Quercus suber;Quercus suber L.;116774;Fagaceae;Quercus suber L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Ranunculus acris;Ranunculus acris L.;116903;Ranunculaceae;Ranunculus acris L., 1753;LC;Stable;-;-;;Native;-;-;circumboreal;6;7,9;**;species
Ranunculus arvensis;Ranunculus arvensis L.;116932;Ranunculaceae;Ranunculus arvensis L., 1753;LC;Not_known;-;messicole;;Alien;Archaeophyt;Naturalized;introduced;4;7,8;**;species
Ranunculus bulbosus;Ranunculus bulbosus L.;116952;Ranunculaceae;Ranunculus bulbosus L., 1753;LC;Stable;-;-;;Native;-;-;holarctic;6;12,8;**;species
Ranunculus muricatus;Ranunculus muricatus L.;117128;Ranunculaceae;Ranunculus muricatus L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Ranunculus parviflorus;Ranunculus parviflorus L.;117156;Ranunculaceae;Ranunculus parviflorus L., 1758;LC;Decrease;-;-;;Native;-;-;mediterranean;6;3,8;;species
Ranunculus repens;Ranunculus repens L.;117201;Ranunculaceae;Ranunculus repens L., 1753;LC;Stable;-;-;;Native;-;-;holarctic;4;23;***;species
Ranunculus sardous;Ranunculus sardous Crantz;117221;Ranunculaceae;Ranunculus sardous Crantz, 1763;LC;Decrease;-;-;;Native;-;-;eurasiatic;7;4,3;*;species
Raphanus raphanistrum;Raphanus raphanistrum L. ;117353;Brassicaceae;Raphanus raphanistrum L., 1753;LC;Stable;-;-;agrotolerant;Native;-;-;eurasiatic;7;6,1;*;species
Rapistrum rugosum;Rapistrum rugosum (L.) All.;117393;Brassicaceae;Rapistrum rugosum (L.) All., 1785;LC;Stable;-;-;;Native;-;-;cosmopolit;5;1,4;;species
Reichardia picroides;Reichardia picroides (L.) Roth;117426;Asteraceae;Reichardia picroides (L.) Roth, 1787;LC;Not_known;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Reseda lutea;Reseda lutea L. ;117458;Resedaceae;Reseda lutea L., 1753;LC;Stable;-;-;;Native;-;-;european;3;2,3;;species
Reseda luteola;Reseda luteola L.;117459;Resedaceae;Reseda luteola L., 1753;LC;Stable;-;-;;Native;-;-;circumboreal;3;2,3;;species
Rhagadiolus edulis;Rhagadiolus edulis Gaertn.;117512;Polygonaceae;Rhagadiolus edulis Gaertn., 1791;LC;Not_known;-;-;;Native;-;-;mediterranean;NA;NA;;species
Rhamnus;#N/A;197112;Rhamnaceae;Rhamnus L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Rhinanthus alectorolophus;Rhinanthus alectorolophus (Scop.) Pollich;117587;Orobanchaceae;Rhinanthus alectorolophus (Scop.) Pollich, 1777;LC;Not_known;-;-;;Native;-;-;european;5;1,4;;species
Rhinanthus minor;Rhinanthus minor L.;117616;Orobanchaceae;Rhinanthus minor L., 1756;LC;Stable;-;-;;Native;-;-;circumboreal;5;1,4;;species
Robinia pseudoacacia;Robinia pseudoacacia L.;117860;Fabaceae;Robinia pseudoacacia L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;4;3,4;;species
Rorippa sylvestris;Rorippa sylvestris (L.) Besser ;117951;Brassicaceae;Rorippa sylvestris (L.) Besser, 1821;LC;Decrease;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Rosa arvensis;Rosa arvensis Huds.;118016;Rosaceae;Rosa arvensis Huds., 1762;LC;Stable;-;-;;Native;-;-;european;6;1,8;;species
Rosa canina;Rosa canina L. ;118073;Rosaceae;Rosa canina L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;4;2,3;;species
Rostraria cristata;Rostraria cristata (L.) Tzvelev;118872;Poaceae;Rostraria cristata (L.) Tzvelev, 1971;LC;Stable;-;-;;Native;-;-;mediterranean;7;8,5;***;species
Rubia peregrina;Rubia peregrina L.;118916;Rubiaceae;Rubia peregrina L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;8,5;**;species
Rubia tinctorum;Rubia tinctorum L.;118920;Rubiaceae;Rubia tinctorum L., 1753;LC;Not_known;-;-;;Alien;Neophyt;Naturalized;introduced;7;2,1;;species
RUBUS SP;Rubus ulmifolius Schott;197281;Rosaceae;Rubus L., 1753;NA;NA;-;-;;Native;-;-;mediterranean;5;18,3;**;genus
Rumex acetosa;Rumex acetosa L.;119418;Polygonaceae;Rumex acetosa L., 1753;LC;Not_known;-;-;;Native;-;-;holarctic;5;8,4;;species
Rumex acetosella;Rumex acetosella L.;119419;Polygonaceae;Rumex acetosella L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;4;17,8;***;species
Rumex bucephalophorus;Rumex bucephalophorus L. ;119461;Polygonaceae;Rumex bucephalophorus L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Rumex conglomeratus;Rumex conglomeratus Murray;119471;Polygonaceae;Rumex conglomeratus Murray, 1770;LC;Stable;-;-;;Native;-;-;eurasiatic;4;1,7;;species
Rumex crispus;Rumex crispus L.;119473;Polygonaceae;Rumex crispus L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;2;18,3;**;species
Rumex obtusifolius;Rumex obtusifolius L.;119550;Polygonaceae;Rumex obtusifolius L., 1753;LC;Not_known;-;-;;Native;-;-;holarctic;4;9,5;*;species
Rumex pulcher;Rumex pulcher L.;119569;Polygonaceae;Rumex pulcher L., 1753;LC;Not_known;-;-;;Native;-;-;mediterranean;7;8;**;species
Rumex sanguineus;Rumex sanguineus L.;119585;Polygonaceae;Rumex sanguineus L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Ruscus;#N/A;197291;Asparagaceae;Ruscus L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Sagina apetala;Sagina apetala Ard.;119780;Caryophyllaceae;Sagina apetala Ard., 1763;LC;Stable;-;-;;Native;-;-;european;7;2,1;;species
Salix atrocinerea;Salix atrocinerea Brot.;119948;Salicaceae;Salix atrocinerea Brot., 1804;LC;Stable;-;-;;Native;-;-;european;5;1,4;;species
Salix caprea;Salix caprea L.;119977;Salicaceae;Salix caprea L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1;;species
Salvia pratensis;Salvia pratensis L.;120685;Lamiaceae;Salvia pratensis L., 1753;LC;Stable;-;-;;Native;-;-;european;6;0,7;;species
Sambucus nigra;Sambucus nigra L.;120717;Adoxaceae;Sambucus nigra L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;6;0,7;;species
Saponaria officinalis;Saponaria officinalis L.;120824;Caryophyllaceae;Saponaria officinalis L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;5;1,4;;species
Satureja;#N/A;197392;Lamiaceae;Satureja L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Scabiosa atropurpurea;Scabiosa atropurpurea L.;121316;Caprifoliaceae;Scabiosa atropurpurea L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;18,9;***;species
Scandix pecten-veneris;Scandix pecten-veneris L.;121449;Apiaceae;Scandix pecten-veneris L., 1753;LC;Not_known;-;messicole;;Native;-;-;european;NA;NA;;species
Schedonorus arundinaceus;Schedonorus arundinaceus (Schreb.) Dumort.;717533;Poaceae;Schedonorus arundinaceus (Schreb.) Dumort., 1824;LC;Stable;-;-;;Native;-;-;eurasiatic;6;37,5;***;species
Schedonorus arundinaceus gpe;Schedonorus arundinaceus (Schreb.) Dumort.;717533;Poaceae;Schedonorus arundinaceus (Schreb.) Dumort., 1824;LC;Stable;-;-;;Native;-;-;eurasiatic;6;37,5;***;species
Schedonorus pratensis;Schedonorus pratensis (Huds.) P.Beauv.;121479;Poaceae;Schedonorus pratensis (Huds.) P.Beauv., 1812;LC;Not_known;-;-;;Native;-;-;eurasiatic;2;8,5;*;species
SCIRPUS HOLOSCHOENUS;Scirpoides holoschoenus (L.) Soj†k ;121673;Cyperaceae;Scirpoides holoschoenus (L.) Soj†k, 1972;LC;Not_known;-;-;;Native;-;-;eurasiatic;7;2,1;;species
Scorpiurus subvillosus;Scorpiurus subvillosus L.;121929;Fabaceae;Scorpiurus subvillosus L., 1753;LC;Not_known;-;-;;Native;-;-;mediterranean;7;8,5;**;species
Scorzoneroides autumnalis;Scorzoneroides autumnalis (L.) Moench;121988;Asteraceae;Scorzoneroides autumnalis (L.) Moench, 1794;LC;Not_known;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Secale cereale;Secale cereale L.;122085;Poaceae;Secale cereale L., 1753;NA;Not_assessed;-;-;;Alien;Archaeophyt;Casual;introduced;6;0,6;;species
Sedum acre;Sedum acre L. ;122101;Crassulaceae;Sedum acre L., 1753;LC;Not_known;-;-;;Native;-;-;european;5;1,4;;species
Sedum album;Sedum album L.;122106;Crassulaceae;Sedum album L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;7;1,8;;species
Senecio inaequidens;Senecio inaequidens DC.;122630;Asteraceae;Senecio inaequidens DC., 1838;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;5;2,9;;species
Senecio vulgaris;Senecio vulgaris L.;122745;Asteraceae;Senecio vulgaris L., 1753;LC;Not_known;-;-;agrotolerant;Native;-;-;cosmopolit;7;17,1;**;species
Setaria italica subsp. italica;Setaria italica (L.) P.Beauv. subsp. italica;718414;Poaceae;Setaria italica subsp. italica (L.) P.Beauv., 1812;NA;Not_assessed;-;-;;Alien;Neophyt;Casual;introduced;NA;1,4;;subsp
Setaria italica subsp. viridis;Setaria italica subsp. viridis (L.) Thell.;718292;Poaceae;Setaria italica subsp. viridis (L.) Thell., 1912;LC;Stable;-;-;;Native;-;-;thermo-cosmopolit;5;7,6;*;subsp
Setaria pumila;Setaria pumila (Poir.) Roem. & Schult.;123141;Poaceae;Setaria pumila (Poir.) Roem. & Schult., 1817;LC;Decrease;-;-;;Native;-;-;thermo-cosmopolit;5;4,8;*;species
Setaria verticillata;Setaria verticillata (L.) P.Beauv. ;123154;Poaceae;Setaria verticillata (L.) P.Beauv., 1812;LC;Stable;-;-;;Native;-;-;thermo-cosmopolit;5;2,4;;species
Sherardia arvensis;Sherardia arvensis L.;123164;Rubiaceae;Sherardia arvensis L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;4;5,5;;species
Sideritis romana;Sideritis romana L. ;123325;Lamiaceae;Sideritis romana L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Silene bellidifolia;Silene bellidifolia Juss. ex Jacq.;123407;Caryophyllaceae;Silene bellidifolia Juss. ex Jacq., 1777;NA;Not_assessed;-;-;;Native;-;-;mediterranean;7;2,1;;species
Silene dioica;Silene dioica (L.) Clairv.;123471;Caryophyllaceae;Silene dioica (L.) Clairv., 1811;LC;Stable;-;-;;Native;-;-;atlantic;4;12,9;***;species
Silene gallica;Silene gallica L.;123485;Caryophyllaceae;Silene gallica L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;7;8,3;**;species
Silene latifolia;Silene latifolia Poir. ;123522;Caryophyllaceae;Silene latifolia Poir., 1789;LC;Stable;-;-;;Native;-;-;european;5;17,5;***;species
Silene nocturna;Silene noctiflora L.;123563;Caryophyllaceae;Silene nocturna L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;7;4,3;*;species
