"","id_parcelle","TypeCulture","region_biogeo","clust","code_postal","coord_x","coord_y"
"813",276,"GrandesCultures","BRSJ","3",38270,5.050037,45.3324
"814",269,"GrandesCultures","BRSJ","3",26210,5.035948,45.30706
"815",60,"GrandesCultures","BRSJ","3",38260,5.172342,45.37906
"816",467,"GrandesCultures","BRSJ","3",38260,5.18161,45.40009
"817",278,"GrandesCultures","ZM","3",26300,5.074527,44.95756
"818",463,"GrandesCultures","ZM","2",26120,4.947941,44.93307
"819",261,"GrandesCultures","ZM","2",26760,4.969746,44.86377
"820",270,"GrandesCultures","ZM","2",26400,4.990393,44.72345
"821",55,"Maraichage","MC","2",69440,4.67995,45.63146
"822",277,"Maraichage","BRSJ","2",69360,4.832095,45.59586
"823",464,"Maraichage","BRSJ","3",1120,5.02877,45.86905
"824",208,"Vigne","MC","2",69210,4.607495,45.85648
"825",267,"Vigne","BRSJ","2",69480,4.69545,45.96086
"826",51,"Vigne","BRSJ","2",73310,5.847338,45.87563
"827",275,"Vigne","BRSJ","1",73310,5.850242,45.86076
"828",273,"Vigne","A","2",73190,5.951212,45.51407
"829",187,"Vigne","MC","2",7340,4.786615,45.26051
"830",186,"Vigne","ZM","2",26600,4.861792,45.07635
"831",50,"Vigne","ZM","2",7300,4.829026,45.05502
"832",259,"Vigne","A","3",26400,5.111809,44.73636
"833",260,"Vigne","A","2",26340,5.191868,44.70229
"834",268,"Vigne","A","2",26340,5.258864,44.70953
"835",256,"Vigne","MC","2",69460,4.646439,46.04468
"836",489,"Vigne","ZNE","3",89800,3.768863,47.87526
"837",488,"Vigne","ZNE","3",89800,3.779889,47.84271
"838",329,"Vigne","ZNE","3",89800,3.786071,47.80843
"839",335,"Vigne","BRSJ","2",71390,4.689088,46.69717
"840",362,"Vigne","ZNE","3",71150,4.738046,46.86485
"841",484,"Vigne","BRSJ","1",71640,4.709506,46.78057
"842",328,"GrandesCultures","BRSJ","1",71330,5.342752,46.72587
"843",365,"GrandesCultures","BRSJ","3",71330,5.181851,46.77644
"844",356,"GrandesCultures","MC","2",71118,4.866751,46.38729
"845",372,"GrandesCultures","BPS","3",58410,3.22632,47.42662
"846",376,"GrandesCultures","BPS","3",58150,3.076078,47.31359
"847",525,"GrandesCultures","C","2",20213,9.510702,42.45722
"848",524,"GrandesCultures","C","2",20240,9.376925,42.02697
"849",526,"GrandesCultures","ZNE","3",10220,4.270245,48.37929
"850",478,"GrandesCultures","BPN","3",14170,-0.1465481,48.9513
"851",429,"GrandesCultures","BPN","3",14190,-0.201505,48.99522
"852",455,"GrandesCultures","BPN","1",76110,0.2584396,49.58524
"853",220,"GrandesCultures","BPN","3",76450,0.5953694,49.77865
"854",539,"Vigne","ZSO","2",24240,0.4167,44.7833
"855",536,"Vigne","BPS","2",37140,0.148901,47.28127
"856",534,"GrandesCultures","BPN","3",27510,1.519164,49.14267
"857",535,"GrandesCultures","BPN","3",27930,1.239959,49.04783
"858",532,"GrandesCultures","BPN","3",61500,0.177795,48.58468
"859",533,"GrandesCultures","MA","3",61500,0.152435,48.53456
"860",266,"GrandesCultures","BRSJ","2",1600,4.835116,45.91729
"861",471,"GrandesCultures","BRSJ","3",21700,4.999224,47.09456
"862",263,"GrandesCultures","MA","1",35160,-1.881704,48.06912
"863",547,"GrandesCultures","MA","1",22350,-2.143299,48.30141
"864",542,"GrandesCultures","ZNE","3",68320,7.467793,48.15602
"865",543,"Maraichage","ZNE","3",68127,7.38681,47.95272
"866",544,"GrandesCultures","ZNE","3",67440,7.440634,48.69009
"867",540,"GrandesCultures","BPN","3",14140,-0.009909,48.9943
"868",541,"GrandesCultures","MA","1",50410,-1.239769,48.89258
